district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
01,01,11,01,1841,114,102,16,376,716,188,167,162,859,1276
01,01,11,02,76,3,0,0,15,31,23,0,4,30,64
01,01,11,03,2924,210,286,115,398,974,354,329,258,1374,1834
01,01,11,04,3000,221,327,112,634,1012,318,204,172,1409,1793
01,01,11,05,707,67,47,15,63,258,129,76,52,359,492
01,01,12,01,1212,78,98,33,217,403,156,142,85,565,801
01,01,12,02,300,12,39,3,39,134,39,25,9,134,235
01,01,12,03,541,43,36,19,59,222,76,54,32,263,393
01,01,12,04,3515,274,303,84,433,1467,439,303,212,1735,2326
01,01,13,01,2702,225,172,27,336,1400,318,139,85,1331,1940
01,01,13,02,4780,347,444,98,578,2329,617,221,146,2368,3296
01,01,13,03,4252,280,275,76,712,2102,462,198,147,1990,3123
01,01,13,04,3140,321,345,97,472,1172,381,204,148,1590,1994
01,01,13,05,2744,237,248,52,370,1188,346,181,122,1264,1811
01,01,13,06,4101,363,271,79,956,1634,453,224,121,2001,2805
01,01,14,01,6633,582,609,137,833,3408,669,231,164,3273,4801
01,01,14,02,5026,473,395,75,554,2765,515,148,101,2554,3469
01,02,21,01,1876,168,176,38,330,696,229,144,95,837,1283
01,02,21,02,3801,280,334,109,561,1422,477,338,280,1754,2617
01,02,21,03,180,10,34,0,10,79,22,13,12,88,128
01,02,21,04,9065,624,806,232,1419,3306,1186,801,691,4123,5875
01,02,21,05,3097,236,334,112,490,1094,411,229,191,1435,1968
01,02,21,06,4222,307,407,127,639,1563,518,386,275,2019,2605
01,02,22,01,5572,445,535,146,971,2084,668,389,334,2573,3509
01,02,22,02,975,77,139,42,153,292,133,72,67,478,500
01,02,22,03,4102,351,535,163,573,1278,540,310,352,2033,2357
01,02,22,04,2397,179,210,44,355,928,299,197,185,1144,1491
01,02,22,05,1972,197,271,93,243,577,241,174,176,954,1023
01,02,22,06,1198,93,128,15,155,416,169,122,100,582,650
01,02,22,07,2497,125,134,48,726,828,282,179,175,1192,1775
01,03,31,01,16527,1588,2128,650,2532,5450,2103,1164,912,7689,10922
01,03,31,02,7337,657,932,271,1213,2380,936,483,465,3519,4687
01,03,32,01,8765,884,1418,392,1005,2650,1113,669,634,4289,4031
01,03,32,02,5404,529,755,191,615,1749,710,407,448,2670,2611
01,03,32,03,9108,798,1154,354,1426,3071,1131,622,552,4197,5695
01,04,41,01,9705,768,1013,259,1365,3478,1324,882,616,4498,6226
01,04,41,02,6263,571,639,153,810,2250,804,550,486,3009,3761
01,04,41,03,4435,360,429,137,718,1643,571,301,276,2098,3086
01,04,42,01,16034,1291,1892,620,2438,5366,2214,1184,1029,7400,10260
01,04,42,02,9582,677,838,284,1890,3739,1101,647,406,4313,6698
01,04,42,03,9602,701,1045,302,1394,3332,1287,787,754,4373,6470
02,01,01,01,4406,307,464,174,760,1554,575,323,249,2047,2636
02,01,01,02,8967,779,1331,354,1043,2763,1291,694,712,4499,4314
02,01,01,03,10704,949,1429,422,1374,3390,1537,789,814,5152,5453
02,01,01,04,3271,231,479,175,382,1008,503,266,227,1584,1649
02,02,02,01,471,65,47,17,40,222,41,21,18,220,276
02,02,02,02,2513,183,215,105,380,919,326,223,162,1203,1640
02,02,02,03,4137,315,395,89,524,1708,508,347,251,2013,2541
02,02,02,04,5091,368,412,127,650,2140,635,380,379,2414,3230
02,02,02,05,5795,397,523,182,714,2227,849,455,448,2824,3515
02,02,02,06,8472,635,893,248,1008,3428,1107,624,529,4126,5136
02,03,03,01,5651,316,561,215,675,1870,893,474,647,2773,3430
02,03,03,02,6963,419,732,208,878,2618,957,529,622,3338,4273
02,03,04,01,7205,451,676,220,902,3041,928,446,541,3419,4754
02,03,04,02,5445,349,428,150,702,2261,703,362,490,2609,3564
02,04,05,01,1345,126,212,42,179,445,168,129,44,685,777
02,04,05,02,1884,180,196,43,285,821,196,110,53,966,1192
02,04,05,03,2601,280,204,65,378,1296,218,100,60,1259,1732
02,04,07,01,4483,410,441,128,960,1712,441,270,121,2179,2935
02,04,07,02,2506,182,182,58,402,1328,211,98,45,1186,1687
02,04,07,03,788,94,87,21,160,350,31,36,9,329,686
02,05,06,01,2579,204,166,43,389,1440,213,75,49,1257,1835
02,05,06,02,5859,520,419,85,880,3138,492,210,115,2869,4095
02,05,08,01,6028,444,466,121,1021,3175,498,217,86,2811,4414
02,05,08,02,5886,403,298,60,957,3485,423,173,87,2784,4339
02,05,08,03,2110,194,83,29,333,1180,174,83,34,958,1474
02,05,08,04,953,120,102,27,121,408,113,32,30,404,547
03,01,01,01,463,68,52,6,45,185,49,33,25,211,301
03,01,01,02,1594,202,213,52,229,577,140,96,85,739,1152
03,01,01,04,46,0,12,0,3,25,3,3,0,15,31
03,02,02,03,91,13,13,3,4,33,10,15,0,50,31
03,02,02,09,2094,223,276,81,410,696,229,113,66,1074,1252
03,02,02,10,1368,212,196,43,138,465,181,97,36,681,768
03,02,03,07,2106,262,303,104,179,645,264,202,147,1101,826
03,03,04,05,1591,230,225,68,227,540,146,80,75,711,914
03,03,04,06,582,76,72,15,73,180,72,56,38,309,269
03,03,07,11,379,43,71,24,33,103,58,26,21,192,169
03,03,07,15,1212,146,158,56,215,421,126,65,25,479,853
03,03,07,16,36,4,4,3,6,7,6,6,0,19,22
03,04,05,08,887,101,144,58,73,225,135,96,55,432,281
03,04,05,12,1300,135,179,58,153,456,171,79,69,668,588
03,04,05,13,455,41,91,21,56,142,45,35,24,216,224
03,04,06,14,4544,572,625,120,506,1761,542,239,179,2307,2583
03,04,08,18,4922,584,498,115,636,2219,457,260,153,2501,3224
03,05,09,19,938,135,122,27,194,335,64,34,27,375,768
03,05,09,20,960,125,128,49,109,345,118,56,30,462,573
03,05,09,23,1721,176,156,33,273,806,149,85,43,830,1168
03,05,09,24,1206,119,125,36,202,516,135,51,22,544,873
03,05,09,25,1543,222,223,72,178,591,166,58,33,753,1007
03,05,10,17,781,54,51,18,180,322,83,52,21,318,573
03,05,10,21,661,79,59,28,106,265,65,44,15,339,479
03,05,10,22,285,23,61,6,31,92,49,17,6,153,161
03,06,11,26,3962,338,309,47,667,2014,392,125,70,1871,2753
03,06,11,31,3346,316,262,61,490,1708,338,114,57,1666,2353
03,06,12,27,3427,297,258,55,442,1875,325,116,59,1732,2288
03,06,12,28,2636,220,202,50,394,1345,255,94,76,1338,1799
03,06,13,32,6557,644,617,116,669,3404,784,214,109,3239,4382
03,06,14,29,1336,162,180,36,222,448,140,92,56,691,855
03,06,14,30,1372,188,207,50,288,446,104,53,36,552,1172
03,06,14,34,1477,133,105,21,205,801,122,61,29,725,1015
03,06,14,35,978,72,104,15,154,452,103,45,33,490,678
03,06,14,41,619,106,142,28,31,220,54,20,18,326,313
03,07,15,36,3616,333,366,67,438,1786,438,103,85,1814,2455
03,07,15,37,5124,558,504,96,544,2501,582,205,134,2540,3596
03,07,16,33,805,106,104,18,88,372,56,40,21,376,516
03,07,16,38,5117,536,481,122,598,2531,559,192,98,2545,3414
03,07,16,39,3075,309,382,67,317,1395,395,143,67,1580,1974
04,01,01,01,4706,393,494,118,554,1573,646,521,407,2306,2659
04,01,01,02,513,44,40,16,135,188,50,28,12,114,464
04,01,01,03,4074,417,518,145,434,1248,599,379,334,2084,2012
04,02,02,04,64,3,26,3,4,13,3,0,12,26,41
04,02,02,05,349,24,43,12,68,111,46,27,18,156,209
04,02,02,06,646,59,44,6,76,198,87,66,110,308,382
04,02,02,07,711,36,89,38,77,226,111,73,61,352,412
04,02,02,08,752,42,135,36,60,171,152,77,79,387,414
04,02,02,09,1178,37,80,24,416,409,85,96,31,588,889
04,02,03,10,318,16,14,0,105,145,17,15,6,153,268
04,02,03,11,4609,306,460,166,669,1475,667,422,444,2142,2806
04,02,03,12,1717,187,185,60,219,566,196,141,163,828,1085
04,02,03,13,3001,268,296,77,420,1049,400,235,256,1436,1962
04,02,03,14,329,28,13,12,147,102,12,9,6,41,326
04,03,04,15,1491,73,88,23,276,562,181,163,125,680,1119
04,03,04,16,5121,414,492,147,621,1595,742,541,569,2610,2962
04,03,04,17,4068,321,434,115,430,1379,601,363,425,2066,2474
04,03,05,18,4052,293,321,92,463,1381,598,447,457,2013,2432
04,03,05,19,2530,179,259,59,308,920,348,268,189,1186,1521
04,03,06,20,3772,266,310,104,380,1277,609,411,415,1884,2203
04,03,06,21,1637,110,126,53,228,608,240,126,146,751,1021
04,03,06,22,4835,320,411,122,537,1582,716,568,579,2404,2856
04,03,06,23,2688,230,203,52,312,984,331,248,328,1382,1558
04,03,07,24,2344,153,187,61,250,763,291,266,373,1279,1438
04,03,07,25,4852,309,449,158,597,1680,712,512,435,2370,3213
04,03,07,26,2360,143,213,75,227,754,389,270,289,1207,1451
04,03,08,27,6459,414,511,153,766,2248,987,697,683,3084,4259
04,03,08,28,4187,234,309,73,490,1439,664,505,473,2111,2718
04,03,09,29,2571,157,188,51,263,825,392,312,383,1278,1639
04,03,09,30,2472,146,210,65,237,713,422,357,322,1159,1593
04,03,09,31,2349,226,249,56,236,740,348,254,240,1161,1683
04,03,10,32,6032,412,543,143,579,2001,899,735,720,3088,3546
04,04,11,33,12,0,0,0,3,3,0,6,0,3,3
04,04,11,34,2032,162,241,41,207,614,313,217,237,1050,1163
04,04,11,35,908,64,107,27,72,188,163,137,150,475,511
04,04,11,36,979,57,117,40,88,275,148,137,117,533,558
04,04,11,37,2826,212,297,78,257,916,468,295,303,1465,1545
04,04,12,38,1940,153,304,65,182,563,292,196,185,1004,957
04,04,12,39,101,9,6,0,22,32,15,14,3,41,79
04,04,12,40,385,31,52,25,42,93,69,34,39,203,200
04,04,12,41,1630,111,181,57,178,469,265,181,188,854,893
04,04,13,42,1313,86,102,36,93,362,228,207,199,666,723
04,04,13,43,1043,78,93,25,104,332,145,148,118,548,547
04,04,13,44,2780,202,328,89,242,795,482,280,362,1426,1664
04,05,14,45,2585,191,254,67,291,866,354,302,260,1356,1449
04,05,14,46,4427,324,428,89,390,1369,649,565,613,2234,2565
04,05,14,47,2083,138,152,50,232,639,317,279,276,1102,1267
04,05,14,48,4122,251,305,87,421,1362,653,511,532,2045,2606
04,05,15,49,2651,301,363,90,458,831,272,214,122,1197,1941
04,05,15,50,2159,136,221,55,262,696,325,230,234,1082,1278
04,05,15,51,1808,159,158,46,227,617,237,170,194,872,1056
04,05,16,52,3651,258,331,106,425,1122,543,433,433,1826,2295
04,05,16,53,2770,190,242,83,310,884,420,308,333,1407,1690
04,05,16,54,1078,47,73,33,115,395,152,141,122,521,656
04,05,16,55,2901,204,314,92,311,982,420,294,284,1419,1720
04,05,16,56,2376,188,239,62,288,832,339,219,209,1154,1411
04,06,17,57,19,0,0,0,13,0,0,3,3,0,16
05,01,01,01,3255,308,423,128,525,1016,377,239,239,1445,1889
05,01,01,02,1303,109,122,30,187,400,178,157,120,641,766
05,01,01,03,1255,95,161,40,118,363,173,178,127,613,596
05,01,02,04,1270,150,228,59,149,341,145,90,108,663,608
05,01,02,05,523,40,73,28,51,136,96,63,36,277,194
05,01,02,06,3705,367,531,152,410,1079,497,380,289,1803,1787
05,01,02,07,5642,551,793,207,568,1594,732,634,563,2912,2444
05,01,02,08,2470,298,280,65,291,845,310,228,153,1212,1424
05,01,02,09,1769,158,214,105,169,466,298,219,140,874,788
05,01,03,10,1329,177,141,46,174,450,182,77,82,682,778
05,01,03,11,2876,258,460,151,358,813,386,223,227,1429,1490
05,01,03,12,3715,346,478,125,518,1275,478,279,216,1693,2601
05,01,03,13,2611,248,302,100,372,800,385,245,159,1239,1590
05,01,03,14,4507,405,499,132,518,1472,652,429,400,2198,2489
05,01,03,39,685,135,145,30,113,196,35,9,22,266,626
05,02,04,15,736,66,127,31,57,162,169,85,39,385,199
05,02,04,16,94,6,15,3,3,24,25,9,9,49,33
05,02,04,17,1716,109,230,118,211,431,248,185,184,785,877
05,02,04,18,760,68,107,24,87,252,81,74,67,342,359
05,02,04,19,1723,191,225,56,168,518,214,205,146,894,846
05,02,04,20,172,21,21,9,15,43,38,9,16,86,64
05,02,05,21,828,67,135,53,104,208,148,72,41,400,294
05,02,05,22,3306,421,503,142,408,1014,386,254,178,1652,2085
05,02,05,23,6862,795,1140,298,797,1905,842,595,490,3422,3361
05,02,05,24,1063,95,120,28,136,245,167,173,99,532,472
05,02,06,25,2439,218,301,75,347,721,317,235,225,1171,1343
05,02,06,26,6879,659,731,189,1180,2308,824,552,436,3041,4549
05,02,06,27,1697,159,285,81,217,493,225,134,103,782,984
05,02,06,28,443,19,64,18,47,114,87,60,34,223,205
05,02,06,29,653,40,87,33,41,165,134,68,85,331,333
05,03,07,30,2104,214,333,91,206,630,355,160,115,1030,702
05,03,07,31,4777,425,565,160,498,1448,631,588,462,2395,2238
05,03,08,32,5051,493,624,164,599,1575,653,500,443,2459,2849
05,03,08,33,1045,102,111,28,297,351,75,57,24,378,937
05,04,09,34,1069,115,193,43,157,271,109,109,72,471,766
05,04,09,35,104,3,6,0,28,26,20,6,15,37,67
05,04,09,36,1585,171,316,64,91,379,254,166,144,827,544
05,04,09,37,301,19,41,23,27,60,35,54,42,168,110
05,04,09,38,490,37,101,42,41,91,85,38,55,251,200
06,01,01,01,1604,112,208,55,211,467,228,161,162,822,853
06,01,01,02,2982,284,309,97,326,952,441,302,271,1542,1653
06,01,01,03,1885,149,209,49,154,654,303,176,191,955,969
06,01,02,04,2213,176,249,65,266,693,302,264,198,1115,1089
06,01,02,05,2735,239,318,84,295,884,413,289,213,1392,1369
06,01,02,06,2105,187,231,60,207,671,295,204,250,1047,1127
06,01,02,07,2393,236,252,79,234,771,324,288,209,1228,1253
06,01,02,08,1907,146,202,25,199,641,282,196,216,966,1000
06,01,02,09,2807,265,269,78,315,948,382,308,242,1448,1493
06,01,02,10,1313,121,141,22,88,442,220,162,117,658,700
06,02,03,01,1058,94,136,43,100,293,150,134,108,538,497
06,02,03,02,1254,108,164,49,115,350,187,128,153,677,610
06,02,03,03,2041,238,218,53,190,701,266,207,168,1022,1046
06,02,03,04,1770,177,189,50,185,593,239,184,153,899,903
06,02,03,05,3825,333,377,105,589,1199,502,357,363,1909,2078
06,02,03,06,1182,92,118,55,125,304,232,148,108,611,492
06,02,04,07,2151,190,305,78,220,632,284,247,195,1081,1063
06,02,04,08,1761,168,246,72,220,486,260,163,146,890,1001
06,02,04,09,2023,191,249,84,208,539,299,204,249,997,1118
06,02,04,10,1255,104,150,47,163,371,143,151,126,642,695
06,02,04,11,1930,174,288,67,172,514,262,260,193,1007,867
06,03,05,01,1324,118,171,59,234,378,157,109,98,569,878
06,03,05,02,1265,118,177,52,136,353,166,131,132,667,681
06,03,05,03,3094,276,416,106,330,848,481,343,294,1604,1598
