district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01,01,11,01,1841,534,41,49,60,18,84,18,90,28,15,27,72,9,28,316,116,56,28,475,81,45,259,19,62,12,46,100
01,01,11,02,76,43,6,0,3,3,6,4,9,0,3,0,0,0,0,9,3,3,0,3,0,0,0,0,0,5,0,3
01,01,11,03,2924,971,132,33,84,19,48,39,205,83,145,40,161,25,64,386,162,67,36,958,326,55,385,50,96,50,39,136
01,01,11,04,3000,752,99,52,88,28,43,30,135,74,27,21,113,52,12,260,100,68,6,1259,422,58,623,192,74,19,45,188
01,01,11,05,707,181,16,12,27,15,9,14,28,8,6,3,11,0,0,195,90,26,22,221,33,9,117,6,6,0,35,20
01,01,12,01,1212,296,30,9,43,16,15,16,6,79,38,0,33,3,6,301,134,88,12,274,34,12,190,37,17,24,22,59
01,01,12,02,300,133,12,3,9,23,3,15,3,4,26,0,6,0,0,49,22,3,0,22,10,0,3,0,0,0,24,3
01,01,12,03,541,200,15,15,15,9,15,16,24,10,12,3,6,0,3,208,132,15,3,56,18,7,19,3,3,9,19,9
01,01,12,04,3515,1218,85,48,104,50,89,100,178,242,40,16,105,15,43,774,403,110,31,689,140,22,386,28,116,129,84,113
01,01,13,01,2702,1209,148,46,92,100,109,81,149,61,86,25,79,15,12,366,170,54,26,367,70,57,152,3,35,22,158,45
01,01,13,02,4780,2326,361,59,300,162,172,301,230,79,63,45,159,9,48,451,212,72,21,551,182,34,220,16,74,86,381,68
01,01,13,03,4252,1550,181,74,188,85,153,130,192,76,73,21,119,25,36,477,223,91,25,824,165,64,426,32,144,250,233,92
01,01,13,04,3140,717,68,27,89,15,114,38,107,47,29,15,200,25,22,343,132,72,34,675,208,23,262,6,83,602,45,113
01,01,13,05,2744,809,94,21,110,29,77,68,89,85,35,15,60,6,15,444,235,60,22,579,147,15,285,19,82,87,76,98
01,01,13,06,4101,1295,116,36,149,44,93,112,268,66,47,43,184,30,39,431,160,94,39,1106,560,34,363,27,116,136,235,187
01,01,14,01,6633,3129,402,125,394,232,227,323,330,124,126,44,203,28,46,600,283,120,29,998,190,58,488,30,180,82,413,116
01,01,14,02,5026,2644,349,129,412,170,250,305,228,60,74,33,107,12,41,438,188,74,13,438,93,34,184,9,38,60,400,75
01,02,21,01,1876,792,54,52,54,22,22,29,288,76,99,16,116,30,54,97,37,15,4,603,134,17,392,140,77,10,32,111
01,02,21,02,3801,1297,76,80,120,28,42,43,354,213,59,71,323,55,113,213,56,35,13,1469,568,28,638,173,95,47,30,182
01,02,21,03,180,31,4,3,0,0,0,3,3,6,9,0,3,0,0,9,6,0,0,114,35,10,32,7,13,3,4,7
01,02,21,04,9065,3021,239,159,307,99,162,131,825,241,233,183,712,113,229,513,195,120,35,3292,1369,102,1381,445,311,109,148,512
01,02,21,05,3097,1014,72,54,85,22,39,30,222,238,109,31,217,27,121,231,86,56,10,1197,521,26,518,200,77,18,38,190
01,02,21,06,4222,1429,143,49,142,65,88,81,322,93,127,59,238,56,71,369,131,100,26,1375,420,77,600,126,95,19,92,187
01,02,22,01,5572,1698,186,67,186,77,87,98,345,111,171,67,335,86,123,391,138,75,22,2239,1026,91,846,170,322,38,96,367
