district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_percentage,inhabitants_with_migration_background,inhabitants_with_migration_background_percentage,inhabitants_germans,inhabitants_germans_percentage,inhabitants_germans_without_migration_background,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners,inhabitants_foreigners_percentage
01,01,11,01,3187,100.0,1841,57.8,1911,60.0,1346,42.2,565,17.7,1276,40.0
01,01,11,02,188,100.0,76,40.4,124,66.0,112,59.6,12,6.4,64,34.0
01,01,11,03,5192,100.0,2924,56.3,3358,64.7,2268,43.7,1090,21.0,1834,35.3
01,01,11,04,4685,100.0,3000,64.0,2892,61.7,1685,36.0,1207,25.8,1793,38.3
01,01,11,05,1180,100.0,707,59.9,688,58.3,473,40.1,215,18.2,492,41.7
01,01,12,01,2236,100.0,1212,54.2,1435,64.2,1024,45.8,411,18.4,801,35.8
01,01,12,02,620,100.0,300,48.4,385,62.1,320,51.6,65,10.5,235,37.9
01,01,12,03,1039,100.0,541,52.1,646,62.2,498,47.9,148,14.2,393,37.8
01,01,12,04,7707,100.0,3515,45.6,5381,69.8,4192,54.4,1189,15.4,2326,30.2
01,01,13,01,6611,100.0,2702,40.9,4671,70.7,3909,59.1,762,11.5,1940,29.3
01,01,13,02,12604,100.0,4780,37.9,9308,73.8,7824,62.1,1484,11.8,3296,26.2
01,01,13,03,9580,100.0,4252,44.4,6457,67.4,5328,55.6,1129,11.8,3123,32.6
01,01,13,04,8598,100.0,3140,36.5,6604,76.8,5458,63.5,1146,13.3,1994,23.2
01,01,13,05,7752,100.0,2744,35.4,5941,76.6,5008,64.6,933,12.0,1811,23.4
01,01,13,06,9983,100.0,4101,41.1,7178,71.9,5882,58.9,1296,13.0,2805,28.1
01,01,14,01,16720,100.0,6633,39.7,11919,71.3,10087,60.3,1832,11.0,4801,28.7
01,01,14,02,13423,100.0,5026,37.4,9954,74.2,8397,62.6,1557,11.6,3469,25.8
01,02,21,01,3577,100.0,1876,52.4,2294,64.1,1701,47.6,593,16.6,1283,35.9
01,02,21,02,6446,100.0,3801,59.0,3829,59.4,2645,41.0,1184,18.4,2617,40.6
01,02,21,03,252,100.0,180,71.4,124,49.2,72,28.6,52,20.6,128,50.8
01,02,21,04,18617,100.0,9065,48.7,12742,68.4,9552,51.3,3190,17.1,5875,31.6
01,02,21,05,5361,100.0,3097,57.8,3393,63.3,2264,42.2,1129,21.1,1968,36.7
01,02,21,06,11788,100.0,4222,35.8,9183,77.9,7566,64.2,1617,13.7,2605,22.1
01,02,22,01,11200,100.0,5572,49.8,7691,68.7,5628,50.3,2063,18.4,3509,31.3
01,02,22,02,1517,100.0,975,64.3,1017,67.0,542,35.7,475,31.3,500,33.0
01,02,22,03,7022,100.0,4102,58.4,4665,66.4,2920,41.6,1745,24.9,2357,33.6
01,02,22,04,5896,100.0,2397,40.7,4405,74.7,3499,59.3,906,15.4,1491,25.3
01,02,22,05,3296,100.0,1972,59.8,2273,69.0,1324,40.2,949,28.8,1023,31.0
01,02,22,06,3016,100.0,1198,39.7,2366,78.4,1818,60.3,548,18.2,650,21.6
01,02,22,07,5673,100.0,2497,44.0,3898,68.7,3176,56.0,722,12.7,1775,31.3
01,03,31,01,26804,100.0,16527,61.7,15882,59.3,10277,38.3,5605,20.9,10922,40.7
01,03,31,02,12061,100.0,7337,60.8,7374,61.1,4724,39.2,2650,22.0,4687,38.9
01,03,32,01,13275,100.0,8765,66.0,9244,69.6,4510,34.0,4734,35.7,4031,30.4
01,03,32,02,9766,100.0,5404,55.3,7155,73.3,4362,44.7,2793,28.6,2611,26.7
01,03,32,03,14478,100.0,9108,62.9,8783,60.7,5370,37.1,3413,23.6,5695,39.3
01,04,41,01,20653,100.0,9705,47.0,14427,69.9,10948,53.0,3479,16.8,6226,30.1
01,04,41,02,16322,100.0,6263,38.4,12561,77.0,10059,61.6,2502,15.3,3761,23.0
