district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01,10,01,01,2103,567,45,56,88,31,69,104,29,13,19,30,78,3,31,350,136,89,22,431,91,37,235,19,39,12,58,99
01,10,01,02,1214,343,27,13,49,26,27,68,30,18,10,36,28,0,12,254,145,53,13,324,51,31,198,9,12,4,52,26
01,10,01,03,3182,949,134,48,90,34,68,187,67,140,32,65,153,36,56,440,200,93,51,966,329,85,362,62,84,35,88,153
01,10,01,04,3075,613,67,26,77,39,42,107,49,51,21,43,109,48,24,307,116,76,9,1298,372,80,650,160,143,34,68,197
01,10,02,05,1811,432,29,14,51,11,40,34,107,20,6,46,32,10,10,363,185,80,12,363,73,34,200,31,33,40,52,53
01,10,02,06,971,278,16,10,40,21,18,31,32,27,3,33,24,3,15,280,184,30,13,132,43,6,46,9,0,15,61,18
01,10,02,07,4506,1273,120,49,124,83,93,181,197,86,34,85,140,23,47,905,443,174,70,1004,206,49,526,42,189,146,149,153
01,10,03,08,3246,1227,137,52,133,94,110,168,67,77,25,144,88,16,19,419,193,70,24,494,125,64,158,11,31,42,221,64
01,10,03,09,5125,1817,261,67,319,141,161,215,98,61,41,281,177,27,53,496,281,61,21,814,218,62,372,9,124,84,395,101
01,10,03,10,5070,1426,146,70,229,96,126,199,105,64,26,181,126,9,55,577,263,107,40,1117,192,86,613,48,204,326,233,129
01,10,03,11,4434,866,77,46,110,18,107,139,115,41,13,54,250,47,54,463,176,78,35,1162,306,59,541,37,170,760,86,156
01,10,03,12,4652,1108,104,41,161,52,104,158,95,50,31,102,101,7,21,708,385,112,31,1065,307,57,513,39,158,129,171,214
01,10,03,13,5305,1453,148,53,244,75,133,232,92,77,36,145,228,36,93,491,196,113,46,1236,586,61,336,40,90,208,405,246
