district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01,01,11,01,1700,536,36,56,58,18,54,21,110,28,41,15,64,9,25,296,118,42,29,428,66,74,216,12,37,36,9,71
01,01,11,02,66,33,0,0,3,3,6,0,6,0,0,0,3,0,3,6,0,3,0,6,3,0,3,0,3,6,0,3
01,01,11,03,2838,911,148,34,73,9,41,55,204,79,111,33,180,34,71,414,162,89,31,892,287,51,336,36,86,42,49,149
01,01,11,04,2793,732,91,31,70,25,48,33,162,73,30,6,94,57,12,246,101,53,13,1147,434,67,478,183,34,39,32,232
01,01,11,05,616,146,16,7,9,12,9,9,33,9,0,0,3,0,3,160,88,15,12,228,12,12,150,9,10,28,0,6
01,01,12,01,1014,300,22,9,34,9,10,21,28,104,21,3,12,3,3,275,114,73,10,191,36,3,130,21,6,27,28,67
01,01,12,02,202,80,15,3,6,10,6,6,6,0,4,0,9,0,6,25,19,3,0,9,3,0,0,0,0,28,0,0
01,01,12,03,466,182,18,16,20,9,15,12,19,10,6,3,12,0,3,191,124,9,0,30,12,3,9,0,0,18,3,13
01,01,12,04,2631,960,62,43,76,58,65,44,154,215,39,19,85,15,36,531,259,82,37,524,98,19,309,19,83,79,69,83
01,01,13,01,2142,975,115,25,85,82,82,69,135,33,55,22,61,9,18,301,151,57,13,258,65,37,100,3,22,124,15,47
01,01,13,02,4390,2087,313,43,276,166,186,266,191,77,61,39,163,15,45,380,154,64,22,568,179,30,233,16,56,337,51,73
01,01,13,03,3213,1246,183,53,121,71,154,98,160,75,43,9,90,18,39,369,160,63,27,555,88,33,274,37,78,139,224,77
01,01,13,04,2663,653,61,30,97,12,82,21,122,57,25,7,170,19,21,321,122,56,28,562,211,19,197,10,47,42,520,100
01,01,13,05,2195,675,61,14,78,38,63,55,89,83,27,19,62,3,15,357,186,54,16,426,163,6,185,22,18,57,96,86
01,01,13,06,3061,1018,81,24,123,33,80,59,195,65,43,48,248,63,85,335,96,77,38,817,503,21,167,16,37,146,106,162
01,01,14,01,5611,2735,381,117,319,224,214,267,275,80,99,25,289,92,82,577,248,110,19,661,133,48,247,9,63,315,68,107
01,01,14,02,4262,2362,319,86,362,161,229,281,231,50,53,27,96,12,39,305,123,76,10,265,71,18,119,10,13,355,38,73
01,02,21,01,1722,766,36,49,51,18,24,18,301,63,116,17,140,36,68,83,28,21,0,536,150,15,314,132,15,21,15,93
01,02,21,02,3565,1209,59,81,103,26,39,45,370,161,53,95,337,47,120,194,62,42,10,1342,564,31,545,147,48,15,49,213
