district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_percentage,inhabitants_with_migration_background,inhabitants_with_migration_background_percentage,inhabitants_germans,inhabitants_germans_percentage,inhabitants_germans_without_migration_background,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners,inhabitants_foreigners_percentage
01,01,11,01,3126,100.0,1700,54.382597568778,1962,62.763915547025,1426,45.617402431222,536,17.1465131158029,1164,37.2360844529751
01,01,11,02,199,100.0,66,33.1658291457286,142,71.356783919598,133,66.8341708542714,9,4.52261306532663,57,28.643216080402
01,01,11,03,5157,100.0,2838,55.0319953461315,3366,65.2705061082024,2319,44.9680046538685,1047,20.3025014543339,1791,34.7294938917976
01,01,11,04,4442,100.0,2793,62.8770823953174,2841,63.9576767221972,1649,37.1229176046826,1192,26.8347591175146,1601,36.0423232778028
01,01,11,05,1118,100.0,616,55.0983899821109,668,59.7495527728086,502,44.9016100178891,166,14.8479427549195,450,40.2504472271914
01,01,12,01,2062,100.0,1014,49.1755577109602,1416,68.6711930164888,1048,50.8244422890398,368,17.8467507274491,646,31.3288069835112
01,01,12,02,499,100.0,202,40.4809619238477,350,70.1402805611223,297,59.5190380761523,53,10.6212424849699,149,29.8597194388778
01,01,12,03,946,100.0,466,49.2600422832981,597,63.107822410148,480,50.7399577167019,117,12.3678646934461,349,36.892177589852
01,01,12,04,6627,100.0,2631,39.7012222725215,4919,74.2266485589256,3996,60.2987777274785,923,13.9278708314471,1708,25.7733514410744
01,01,13,01,5877,100.0,2142,36.4471669218989,4358,74.1534796664965,3735,63.5528330781011,623,10.6006465883954,1519,25.8465203335035
01,01,13,02,12316,100.0,4390,35.6446898343618,9272,75.284183176356,7926,64.3553101656382,1346,10.9288730107178,3044,24.715816823644
01,01,13,03,8602,100.0,3213,37.3517786561265,6339,73.6921646128807,5389,62.6482213438735,950,11.0439432690072,2263,26.3078353871193
01,01,13,04,8454,100.0,2663,31.4998817127987,6811,80.5654128223326,5791,68.5001182872013,1020,12.0652945351313,1643,19.4345871776674
01,01,13,05,7217,100.0,2195,30.4142995704586,5811,80.5182208673964,5022,69.5857004295414,789,10.9325204378551,1406,19.4817791326036
01,01,13,06,8797,100.0,3061,34.795953165852,6823,77.5605319995453,5736,65.204046834148,1087,12.3564851653973,1974,22.4394680004547
01,01,14,01,15467,100.0,5611,36.2772354044094,11421,73.8410810111851,9856,63.7227645955906,1565,10.1183164155945,4046,26.1589189888149
01,01,14,02,12893,100.0,4262,33.0566974327154,9953,77.1969285658885,8631,66.9433025672846,1322,10.2536259986039,2940,22.8030714341115
01,02,21,01,3434,100.0,1722,50.1456027955737,2235,65.0844496214327,1712,49.8543972044263,523,15.2300524170064,1199,34.9155503785673
01,02,21,02,6284,100.0,3565,56.7313812858052,3835,61.0280076384468,2719,43.2686187141948,1116,17.7593889242521,2449,38.9719923615531
01,02,21,03,263,100.0,179,68.0608365019012,130,49.4296577946768,84,31.9391634980989,46,17.4904942965779,133,50.5703422053232
01,02,21,04,17903,100.0,8277,46.2324750041893,12701,70.9434173043624,9626,53.7675249958108,3075,17.1758923085516,5202,29.0565826956376
01,02,21,05,5147,100.0,2857,55.5080629492908,3439,66.8156207499514,2290,44.4919370507092,1149,22.3236836992423,1708,33.1843792500486
01,02,21,06,11560,100.0,3832,33.1487889273356,9323,80.6487889273356,7728,66.8512110726644,1595,13.7975778546713,2237,19.3512110726644
01,02,22,01,10538,100.0,4832,45.8531030556083,7626,72.3666729929778,5706,54.1468969443917,1920,18.2197760485861,2912,27.6333270070222
01,02,22,02,1467,100.0,947,64.5535105657805,1002,68.3026584867076,520,35.4464894342195,482,32.8561690524881,465,31.6973415132924
01,02,22,03,6866,100.0,3876,56.4520827264783,4679,68.1473929507719,2990,43.5479172735217,1689,24.5994756772502,2187,31.8526070492281
01,02,22,04,5898,100.0,2207,37.4194642251611,4507,76.4157341471685,3691,62.5805357748389,816,13.8351983723296,1391,23.5842658528315
01,02,22,05,3219,100.0,1811,56.2597079838459,2289,71.1090400745573,1408,43.7402920161541,881,27.3687480584032,930,28.8909599254427
01,02,22,06,3044,100.0,1140,37.4507227332457,2434,79.9605781865966,1904,62.5492772667543,530,17.4113009198423,610,20.0394218134034
01,02,22,07,5581,100.0,2317,41.5158573732306,3966,71.0625335961297,3264,58.4841426267694,702,12.5783909693603,1615,28.9374664038703
01,03,31,01,26241,100.0,15446,58.86208604855,16231,61.8535878968027,10795,41.13791395145,5436,20.7156739453527,10010,38.1464121031973
01,03,31,02,11602,100.0,6811,58.7053956214446,7331,63.1873814859507,4791,41.2946043785554,2540,21.8927771073953,4271,36.8126185140493
01,03,32,01,12955,100.0,8337,64.3535314550367,9116,70.366653801621,4618,35.6464685449633,4498,34.7201852566577,3839,29.633346198379
01,03,32,02,9720,100.0,5177,53.261316872428,7214,74.2181069958848,4543,46.738683127572,2671,27.4794238683128,2506,25.7818930041152
01,03,32,03,13974,100.0,8558,61.2423071418348,8757,62.6663804207815,5416,38.7576928581652,3341,23.9086875626163,5217,37.3336195792185
01,04,41,01,20069,100.0,8880,44.2473466540436,14514,72.3204942946833,11189,55.7526533459564,3325,16.5678409487269,5555,27.6795057053167
01,04,41,02,15825,100.0,5645,35.6714060031596,12460,78.7361769352291,10180,64.3285939968404,2280,14.4075829383886,3365,21.2638230647709
