district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners
01,01,11,01,3225,144,105,22,493,977,376,393,715,1552,1303
01,01,11,02,185,9,3,3,25,61,33,26,25,73,62
01,01,11,03,5173,252,349,130,596,1483,683,771,909,2379,1867
01,01,11,04,4786,292,406,147,914,1671,615,395,346,2179,1910
01,01,11,05,1225,79,52,13,105,370,219,189,198,570,519
01,01,12,01,2310,94,139,52,273,676,347,349,380,1102,878
01,01,12,02,607,23,52,12,52,227,95,81,65,256,229
01,01,12,03,1086,55,49,24,106,341,201,125,185,503,405
01,01,12,04,7869,418,367,110,750,2598,1063,966,1597,3888,2484
01,01,13,01,6781,459,385,68,659,2998,991,621,600,3291,2056
01,01,13,02,12677,681,1041,287,1089,5022,2373,1173,1011,6144,3386
01,01,13,03,9898,445,449,110,1241,3910,1267,944,1532,4658,3316
01,01,13,04,8666,447,504,175,820,2172,935,982,2631,4602,2105
01,01,13,05,7833,387,360,94,689,2515,1009,848,1931,3866,1922
01,01,13,06,10328,623,464,140,1382,3646,1416,1115,1542,5022,2977
01,01,14,01,17364,1198,1326,296,1711,7788,2742,1318,985,8469,5206
01,01,14,02,13507,1029,1056,180,1091,6276,2296,770,809,6730,3553
01,02,21,01,3627,201,230,59,658,1363,443,376,297,1621,1339
01,02,21,02,6517,354,429,124,1141,2398,850,628,593,2980,2718
01,02,21,03,258,24,37,11,35,76,21,30,24,115,135
01,02,21,04,18820,996,1134,348,2832,6814,2470,2101,2125,8806,6079
01,02,21,05,5354,304,358,144,864,1915,669,548,552,2517,1987
01,02,21,06,11463,546,695,242,1300,3451,1713,1609,1907,5789,2273
01,02,22,01,11020,698,669,216,1777,4317,1392,989,962,5148,3363
01,02,22,02,1618,99,174,62,218,486,255,137,187,808,536
01,02,22,03,7122,472,642,186,1049,2211,906,680,976,3487,2463
01,02,22,04,6010,327,304,111,744,1970,844,697,1013,2955,1582
01,02,22,05,3329,249,323,111,424,889,388,397,548,1610,1085
01,02,22,06,3012,154,206,47,321,964,484,387,449,1413,674
01,02,22,07,5727,217,251,82,1018,1499,767,635,1258,2779,1830
01,03,31,01,26808,1992,2508,771,4078,9049,3362,2360,2688,12671,10933
01,03,31,02,12120,835,1044,344,1986,4118,1591,965,1237,5861,4702
01,03,32,01,13477,1063,1576,477,1668,4046,1687,1289,1671,6662,4137
01,03,32,02,9789,650,861,258,1057,2804,1290,1062,1807,4933,2613
01,03,32,03,14473,1003,1291,425,2296,4962,1807,1214,1475,6719,5780
01,04,41,01,20920,1146,1373,421,2945,6716,2861,2387,3071,10106,6472
01,04,41,02,16420,923,948,287,1836,4574,2121,1986,3745,8445,3839
