district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
01,01,11,01,1879,123,90,16,393,710,208,189,150,889,1303
01,01,11,02,77,6,0,3,19,30,12,3,4,27,62
01,01,11,03,2942,206,298,109,373,969,361,333,293,1380,1867
01,01,11,04,3138,235,348,125,660,1104,315,186,165,1457,1910
01,01,11,05,733,67,42,7,78,269,127,87,56,363,519
01,01,12,01,1304,75,111,42,199,484,172,145,76,614,878
01,01,12,02,301,23,39,9,30,144,26,17,13,133,229
01,01,12,03,565,40,40,15,63,235,87,51,34,266,405
01,01,12,04,3719,317,301,86,469,1538,450,315,243,1845,2484
01,01,13,01,2844,246,189,24,353,1451,321,157,103,1394,2056
01,01,13,02,4931,364,494,101,547,2400,648,224,153,2442,3386
01,01,13,03,4501,294,303,92,737,2257,443,233,142,2095,3316
01,01,13,04,3288,332,369,127,504,1198,373,245,140,1672,2105
01,01,13,05,2866,256,228,55,365,1267,389,173,133,1311,1922
01,01,13,06,4340,363,276,98,1014,1782,451,215,141,2094,2977
01,01,14,01,7155,623,645,147,905,3707,690,278,160,3542,5206
01,01,14,02,5148,495,428,63,578,2768,548,143,125,2601,3553
01,02,21,01,1933,146,193,47,315,740,232,154,106,849,1339
01,02,21,02,3925,295,355,109,614,1469,518,311,254,1814,2718
01,02,21,03,186,24,28,0,35,61,9,21,8,90,135
01,02,21,04,9335,641,853,249,1451,3399,1216,810,716,4246,6079
01,02,21,05,3119,236,319,124,474,1087,404,253,222,1445,1987
01,02,21,06,3940,252,358,119,534,1515,500,374,288,1916,2273
01,02,22,01,5429,451,502,156,867,2063,676,400,314,2531,3363
01,02,22,02,1050,76,148,48,138,333,156,70,81,517,536
01,02,22,03,4234,360,537,164,587,1328,551,311,396,2085,2463
01,02,22,04,2519,185,188,65,391,994,302,218,176,1171,1582
01,02,22,05,2029,212,270,93,259,627,210,179,179,979,1085
01,02,22,06,1214,94,125,28,158,427,167,120,95,584,674
01,02,22,07,2563,139,143,48,747,863,264,185,174,1219,1830
01,03,31,01,16654,1626,2145,660,2444,5483,2121,1188,987,7766,10933
01,03,31,02,7398,636,908,290,1231,2398,992,486,457,3539,4702
01,03,32,01,8970,901,1432,430,1025,2712,1133,690,647,4379,4137
01,03,32,02,5436,528,737,199,611,1745,728,427,461,2679,2613
01,03,32,03,9180,804,1163,386,1413,3095,1145,614,560,4234,5780
01,04,41,01,10041,796,1026,288,1387,3658,1367,873,646,4652,6472
01,04,41,02,6405,605,625,174,794,2327,809,580,491,3048,3839
01,04,41,03,4573,341,431,164,759,1708,581,325,264,2157,3200
01,04,42,01,16508,1331,1950,657,2459,5549,2274,1234,1054,7613,10640
01,04,42,02,9796,673,857,287,1911,3873,1116,664,415,4390,6854
