district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_percentage,inhabitants_with_migration_background,inhabitants_with_migration_background_percentage,inhabitants_germans,inhabitants_germans_percentage,inhabitants_germans_without_migration_background,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners,inhabitants_foreigners_percentage
01,01,11,01,3090,100.0,1698,55.0,1929,62.4,1392,45.0,537,17.4,1161,37.6
01,01,11,02,202,100.0,75,37.1,139,68.8,127,62.9,12,5.9,63,31.2
01,01,11,03,5489,100.0,3180,57.9,3386,61.7,2309,42.1,1077,19.6,2103,38.3
01,01,11,04,4560,100.0,2908,63.8,2871,63.0,1652,36.2,1219,26.7,1689,37.0
01,01,11,05,1110,100.0,622,56.0,657,59.2,488,44.0,169,15.2,453,40.8
01,01,12,01,2026,100.0,1000,49.4,1378,68.0,1026,50.6,352,17.4,648,32.0
01,01,12,02,549,100.0,245,44.6,366,66.7,304,55.4,62,11.3,183,33.3
01,01,12,03,962,100.0,481,50.0,607,63.1,481,50.0,126,13.1,355,36.9
01,01,12,04,6765,100.0,2776,41.0,4939,73.0,3989,59.0,950,14.0,1826,27.0
01,01,13,01,6173,100.0,2314,37.5,4511,73.1,3859,62.5,652,10.6,1662,26.9
01,01,13,02,12281,100.0,4439,36.1,9234,75.2,7842,63.9,1392,11.3,3047,24.8
01,01,13,03,8886,100.0,3518,39.6,6352,71.5,5368,60.4,984,11.1,2534,28.5
01,01,13,04,8479,100.0,2771,32.7,6768,79.8,5708,67.3,1060,12.5,1711,20.2
01,01,13,05,7281,100.0,2304,31.6,5805,79.7,4977,68.4,828,11.4,1476,20.3
01,01,13,06,8861,100.0,3145,35.5,6838,77.2,5716,64.5,1122,12.7,2023,22.8
01,01,14,01,15751,100.0,5833,37.0,11567,73.4,9918,63.0,1649,10.5,4184,26.6
01,01,14,02,13014,100.0,4479,34.4,9897,76.0,8535,65.6,1362,10.5,3117,24.0
01,02,21,01,3451,100.0,1750,50.7,2247,65.1,1701,49.3,546,15.8,1204,34.9
01,02,21,02,6336,100.0,3655,57.7,3816,60.2,2681,42.3,1135,17.9,2520,39.8
01,02,21,03,251,100.0,165,65.7,133,53.0,86,34.3,47,18.7,118,47.0
01,02,21,04,18040,100.0,8443,46.8,12701,70.4,9597,53.2,3104,17.2,5339,29.6
