district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners
01,10,01,01,3667,161,213,44,460,1286,410,381,712,1776,1663
01,10,01,02,2025,102,121,34,193,792,260,263,260,919,1096
01,10,01,03,5695,289,352,111,634,1886,652,721,1050,2697,2171
01,10,01,04,4955,253,370,126,728,1836,602,595,445,2309,2024
01,10,02,05,2932,130,164,54,354,1120,329,324,457,1365,1502
01,10,02,06,1862,69,100,31,206,661,228,300,267,903,676
01,10,02,07,8804,474,555,135,726,3279,999,1011,1625,4358,3290
01,10,03,08,7326,394,480,108,680,3061,1059,798,746,3547,2576
01,10,03,09,12526,605,876,375,1208,4450,2065,1797,1150,6127,3622
01,10,03,10,10139,464,590,155,1073,4030,1186,1121,1520,4815,3884
01,10,03,11,9782,489,732,227,1244,2909,970,929,2282,5061,3489
01,10,03,12,10574,607,676,147,911,4081,1165,1097,1890,5202,3668
01,10,03,13,11466,580,717,187,1506,4166,1298,1289,1723,5620,4108
01,10,04,14,5523,454,489,94,445,2815,643,351,232,2711,2491
01,10,04,15,13468,682,1081,380,1412,5107,2187,1650,969,6666,4312
01,10,04,16,13587,796,1087,371,1087,5379,2400,1494,973,6761,4045
01,20,05,17,3882,192,269,87,542,1635,401,384,372,1752,1749
01,20,05,18,6981,362,426,142,1112,2830,731,708,670,3235,3173
01,20,05,19,9531,434,622,210,1251,3853,1055,968,1138,4422,3822
01,20,05,20,9459,453,574,189,1195,3555,1065,1180,1248,4482,2971
01,20,05,21,5354,272,401,135,740,1991,570,607,638,2457,2176
01,20,05,22,11536,514,697,218,1280,3599,1289,1683,2256,5856,2642
01,20,06,23,10988,579,728,225,1359,4532,1273,1194,1098,5207,3737
01,20,06,24,6620,591,440,111,732,3563,523,361,299,3074,3431
01,20,06,25,6882,331,569,210,859,2293,796,772,1052,3365,2437
01,20,06,26,6055,257,358,105,623,2120,742,784,1066,2980,1763
01,20,06,27,3344,237,423,114,393,886,369,397,525,1664,1197
01,20,06,28,3285,177,181,70,299,1157,448,476,477,1565,892
01,20,06,29,5960,185,286,69,936,1920,586,726,1252,2885,2072
01,30,07,30,7940,473,803,289,1175,2635,950,785,830,3710,3869
01,30,07,31,8904,505,763,255,1264,3158,971,953,1035,4215,3728
01,30,07,32,10069,653,925,324,1298,3614,1247,1020,988,4869,4140
01,30,07,33,11592,610,1028,342,1517,4079,1484,1250,1282,5598,4606
01,30,08,34,14381,952,1693,569,1708,4286,1825,1526,1822,7222,4562
01,30,08,35,10813,570,934,301,1725,3041,1236,1252,1754,5496,3611
01,30,08,36,14893,831,1296,434,2175,5386,1807,1484,1480,7062,6361
01,40,09,37,10922,506,743,228,1244,3696,1245,1477,1783,5330,3758
01,40,09,38,9636,443,624,212,1173,3729,1048,1067,1340,4563,3421
01,40,09,39,6157,375,438,128,764,2331,675,696,750,3005,2549
01,40,09,40,7075,489,567,139,655,1909,727,996,1593,3714,1399
01,40,09,41,3836,196,233,66,378,973,353,445,1192,2032,1095
01,40,09,42,8646,431,545,181,1185,3451,989,954,910,4232,3344
01,40,10,43,7680,425,583,254,1116,2487,929,894,992,3703,3250
01,40,10,44,10235,615,881,305,1223,3931,1251,1017,1012,4873,4700
01,40,10,45,5518,306,511,187,755,2068,651,562,478,2591,2480
01,40,10,46,8856,455,504,159,1225,3763,951,923,876,4172,3153
01,40,10,47,8094,398,537,200,1418,3477,814,664,586,3760,4202
01,40,10,48,9542,449,600,202,1544,3747,1042,1020,938,4483,4046
01,40,10,49,6659,315,471,156,728,2107,717,867,1298,3306,2855
02,10,01,01,7241,371,611,201,1067,2618,911,716,746,3444,3620
02,10,01,02,8796,529,830,322,1226,2701,1079,1014,1095,4359,3305
02,10,01,03,5500,300,497,187,659,1818,684,684,671,2740,1827
02,10,01,04,5590,307,492,199,702,1666,802,720,702,2738,2134
02,10,01,05,9368,490,853,326,1085,2922,1248,1143,1301,4671,3390
02,10,01,06,4874,243,415,196,570,1412,651,685,702,2416,1598
02,20,02,07,2707,202,289,68,216,1033,316,228,355,1333,877
02,20,02,08,5769,307,452,163,586,1922,753,835,751,2844,1731
02,20,02,09,10961,589,863,242,1019,3883,1576,1427,1362,5419,2829
02,20,02,10,12305,568,826,363,1223,4479,1679,1660,1507,5933,3617
02,20,02,11,14516,694,914,303,1430,4811,2073,2289,2002,7223,3701
02,20,02,12,8362,475,689,220,846,2850,1124,1153,1005,4175,2233
02,20,02,13,10074,493,685,252,921,3744,1443,1285,1251,5040,3000
02,30,03,14,7065,287,473,190,685,2161,1217,1114,938,3355,2481
02,30,03,15,8203,351,610,239,894,2723,1235,1111,1040,3955,2823
02,30,03,16,4212,178,305,100,392,1447,623,592,575,2048,1260
02,30,04,17,8315,381,604,222,888,3039,1307,950,924,3987,2895
02,30,04,18,7611,325,527,153,657,2896,1193,1006,854,3701,2404
02,30,04,19,10459,474,638,202,1062,4113,1616,1325,1029,4976,3557
02,40,05,20,5878,325,445,121,472,1606,572,760,1577,3057,1485
02,40,05,21,8630,515,642,169,776,3526,925,848,1229,4347,2415
02,40,05,22,11358,655,832,236,910,4754,1573,1064,1334,5707,2570
02,40,06,23,13793,799,1018,259,1622,5027,1321,1274,2473,6921,4757
02,40,06,24,11875,550,645,235,1591,4752,1606,1243,1253,5600,3580
02,40,06,25,1309,64,54,31,127,843,101,52,37,584,760
02,50,07,26,9243,483,615,148,870,4565,1255,752,555,4365,2676
02,50,07,27,6566,391,431,118,564,3030,916,609,507,3215,1824
02,50,07,28,10090,547,725,213,918,4865,1563,817,442,4960,2693
02,50,07,29,5453,306,472,104,477,2459,826,467,342,2618,1329
02,50,08,30,4154,233,269,58,394,2002,614,319,265,1963,1364
02,50,08,31,7865,384,560,169,750,3822,1034,693,453,3768,2406
02,50,08,32,9544,632,681,168,928,4983,1182,587,383,4496,3296
02,50,08,33,10192,497,565,128,1029,5357,1475,757,384,4870,3219
02,50,08,34,11341,635,830,217,1132,5292,1745,977,513,5403,2965
02,50,08,35,8558,521,547,138,932,4273,978,582,587,3984,2910
02,50,08,36,5089,403,592,145,286,1748,776,535,604,2567,694
03,10,01,01,4653,330,465,103,339,1354,671,628,763,2220,616
03,10,01,02,3507,233,276,74,378,987,359,385,815,1713,1006
