district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01,10,01,01,2432,544,45,48,67,22,70,84,28,32,24,36,77,15,19,494,159,171,23,575,144,74,244,14,47,9,48,94
01,10,01,02,1440,331,32,18,48,38,30,43,26,20,3,41,38,6,19,327,206,82,3,389,88,32,230,6,23,12,52,49
01,10,01,03,3486,979,163,43,101,30,68,204,65,113,36,72,154,19,71,567,241,175,31,1070,329,108,466,85,115,22,105,106
01,10,01,04,3301,622,89,28,84,49,48,109,41,38,15,55,102,52,13,435,167,164,9,1259,392,74,606,152,166,19,75,225
01,10,02,05,2009,487,51,16,59,18,42,43,87,23,3,29,29,3,7,452,221,137,10,430,95,48,231,29,32,38,52,35
01,10,02,06,999,282,19,16,41,16,41,28,21,13,0,45,12,0,12,301,182,54,6,177,55,6,70,12,16,13,46,26
01,10,02,07,5019,1189,102,48,155,52,94,172,185,74,18,87,163,39,56,1088,549,256,51,1200,282,82,576,62,212,202,146,208
01,10,03,08,3655,1199,145,45,151,97,111,159,49,67,21,126,103,15,24,603,264,160,25,502,145,49,181,6,45,33,205,68
01,10,03,09,5564,1871,257,73,331,171,197,215,101,60,34,270,141,19,51,769,346,232,41,893,225,61,412,38,137,124,397,136
01,10,03,10,5496,1445,162,70,205,88,147,183,119,55,43,148,166,27,44,761,306,247,36,1228,250,76,641,59,241,376,218,119
01,10,03,11,5284,952,97,45,148,17,120,143,97,55,11,71,219,39,36,610,237,179,31,1363,366,63,634,19,269,856,254,207
01,10,03,12,5464,1172,94,45,167,61,104,145,108,62,31,93,141,21,53,1025,458,298,40,1396,364,72,659,60,200,150,128,208
01,10,03,13,5891,1602,185,70,247,71,141,240,117,115,41,136,207,29,53,713,219,274,44,1440,663,63,431,34,128,179,364,255
01,10,04,14,3289,852,70,26,111,87,74,137,25,81,36,49,106,16,35,601,268,154,16,827,228,72,307,16,75,34,111,86
01,10,04,15,6227,2145,277,99,341,188,202,230,78,56,34,288,120,21,28,965,305,437,25,1009,239,82,444,34,176,101,358,95
01,10,04,16,6077,2304,329,125,413,192,217,192,73,75,48,367,161,30,44,832,289,284,28,696,194,57,271,21,61,64,455,115
01,20,05,17,2433,768,65,29,58,21,25,239,114,82,21,49,119,34,42,226,62,87,9,890,180,45,464,147,95,30,37,88
01,20,05,18,4566,1251,106,88,146,28,53,300,197,87,61,61,314,46,110,299,93,112,19,1678,579,52,713,151,153,52,43,219
01,20,05,19,5510,1447,161,75,151,50,67,338,154,95,91,94,415,58,133,463,136,225,12,1859,585,70,919,236,261,49,97,278
01,20,05,20,4753,1323,99,66,200,75,76,299,107,74,71,87,322,54,111,396,123,148,18,1572,728,71,478,149,104,52,98,260
01,20,05,21,3314,849,34,45,108,24,31,162,242,70,40,23,186,22,98,305,73,154,3,1394,458,58,659,228,158,21,56,156
01,20,05,22,4494,1397,185,64,149,65,126,246,120,121,67,118,244,56,62,537,163,236,22,1186,417,84,466,98,111,20,113,170
01,20,06,23,5922,1692,173,76,230,73,97,350,184,99,77,112,313,64,82,550,182,224,22,2065,928,120,721,149,186,37,142,311
01,20,06,24,4854,929,61,51,167,67,79,169,61,48,18,88,111,6,50,734,388,198,31,1368,587,121,461,94,58,37,107,304
01,20,06,25,4221,939,63,56,82,30,47,207,164,52,63,49,300,64,96,328,120,116,13,1837,880,39,700,254,159,24,41,362
01,20,06,26,2807,883,84,50,105,43,50,224,54,49,18,81,122,26,45,430,159,141,13,677,265,47,247,55,46,17,94,121
01,20,06,27,2270,331,15,17,47,12,19,100,23,31,9,16,156,41,64,336,108,119,16,1152,375,43,582,154,177,15,12,167
01,20,06,28,1537,522,64,46,41,26,45,147,30,24,12,31,59,15,15,155,72,52,12,340,144,25,115,21,21,16,36,88
01,20,06,29,2969,908,119,57,99,45,86,147,42,25,29,86,112,15,28,396,142,137,15,642,184,63,232,19,66,53,85,100
01,30,07,30,5755,1421,65,84,83,39,52,259,419,206,55,52,348,69,135,431,130,163,3,2655,1329,28,893,234,196,46,46,432
01,30,07,31,5593,1514,75,113,146,36,78,303,306,186,74,50,399,96,134,414,119,172,22,2374,1222,35,832,204,230,12,37,301
01,30,07,32,6403,1705,93,271,136,53,81,293,418,90,65,73,482,140,137,397,146,105,41,2872,1288,51,1023,211,290,24,68,396
01,30,07,33,7366,1676,126,97,158,49,77,369,321,166,71,99,557,152,167,456,116,175,36,3444,1985,58,990,243,257,44,92,544
01,30,08,34,9724,1349,83,56,167,49,98,354,120,75,72,92,441,110,89,794,273,262,92,5583,3268,60,1768,685,376,45,85,916
01,30,08,35,6727,1257,110,52,134,35,84,391,94,80,70,79,349,42,120,596,220,164,76,3138,1883,56,821,219,144,28,107,630
01,30,08,36,10006,2226,176,99,265,63,113,498,368,189,116,94,694,188,171,731,312,250,43,4516,2097,85,1799,518,447,73,183,671
01,40,09,37,5854,1590,85,74,168,25,69,466,283,128,76,57,397,89,91,388,127,154,13,2335,1124,49,734,116,217,27,53,392
01,40,09,38,5277,1569,146,98,171,38,70,319,312,58,116,116,444,99,139,345,110,137,9,1894,929,62,628,191,109,48,97,284
