district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_percentage,inhabitants_with_migration_background,inhabitants_with_migration_background_percentage,inhabitants_germans,inhabitants_germans_percentage,inhabitants_germans_without_migration_background,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners,inhabitants_foreigners_percentage
01,10,01,01,3503,100.0,2223,63.5,1994,56.9,1280,36.5,714,20.4,1509,43.1
01,10,01,02,1996,100.0,1392,69.7,931,46.6,604,30.3,327,16.4,1065,53.4
01,10,01,03,5537,100.0,3352,60.5,3443,62.2,2185,39.5,1258,22.7,2094,37.8
01,10,01,04,4850,100.0,3215,66.3,2876,59.3,1635,33.7,1241,25.6,1974,40.7
01,10,02,05,2981,100.0,2010,67.4,1429,47.9,971,32.6,458,15.4,1552,52.1
01,10,02,06,1893,100.0,1049,55.4,1170,61.8,844,44.6,326,17.2,723,38.2
01,10,02,07,8814,100.0,4908,55.7,5497,62.4,3906,44.3,1591,18.1,3317,37.6
01,10,03,08,7371,100.0,3510,47.6,4851,65.8,3861,52.4,990,13.4,2520,34.2
01,10,03,09,12518,100.0,5335,42.6,8997,71.9,7183,57.4,1814,14.5,3521,28.1
01,10,03,10,10276,100.0,5368,52.2,6382,62.1,4908,47.8,1474,14.3,3894,37.9
01,10,03,11,9437,100.0,4671,49.5,6386,67.7,4766,50.5,1620,17.2,3051,32.3
01,10,03,12,10136,100.0,4940,48.7,6826,67.3,5196,51.3,1630,16.1,3310,32.7
01,10,03,13,11016,100.0,5312,48.2,7383,67.0,5704,51.8,1679,15.2,3633,33.0
01,10,04,14,5560,100.0,3203,57.6,3132,56.3,2357,42.4,775,13.9,2428,43.7
01,10,04,15,12997,100.0,5531,42.6,9273,71.3,7466,57.4,1807,13.9,3724,28.7
01,10,04,16,13400,100.0,5656,42.2,9626,71.8,7744,57.8,1882,14.0,3774,28.2
01,20,05,17,3771,100.0,2237,59.3,2195,58.2,1534,40.7,661,17.5,1576,41.8
01,20,05,18,6935,100.0,4437,64.0,3870,55.8,2498,36.0,1372,19.8,3065,44.2
01,20,05,19,9200,100.0,5095,55.4,5710,62.1,4105,44.6,1605,17.4,3490,37.9
01,20,05,20,9552,100.0,4698,49.2,6647,69.6,4854,50.8,1793,18.8,2905,30.4
01,20,05,21,5239,100.0,3176,60.6,3220,61.5,2063,39.4,1157,22.1,2019,38.5
01,20,05,22,11575,100.0,4370,37.8,9009,77.8,7205,62.2,1804,15.6,2566,22.2
01,20,06,23,10922,100.0,5710,52.3,7389,67.7,5212,47.7,2177,19.9,3533,32.3
01,20,06,24,6396,100.0,4526,70.8,3190,49.9,1870,29.2,1320,20.6,3206,50.1
01,20,06,25,6927,100.0,4189,60.5,4552,65.7,2738,39.5,1814,26.2,2375,34.3
01,20,06,26,5905,100.0,2612,44.2,4293,72.7,3293,55.8,1000,16.9,1612,27.3
01,20,06,27,3354,100.0,2236,66.7,2171,64.7,1118,33.3,1053,31.4,1183,35.3
01,20,06,28,3235,100.0,1455,45.0,2443,75.5,1780,55.0,663,20.5,792,24.5
01,20,06,29,5902,100.0,2866,48.6,3930,66.6,3036,51.4,894,15.1,1972,33.4
01,30,07,30,8042,100.0,5833,72.5,4203,52.3,2209,27.5,1994,24.8,3839,47.7
01,30,07,31,8694,100.0,5216,60.0,5292,60.9,3478,40.0,1814,20.9,3402,39.1
01,30,07,32,9845,100.0,6214,63.1,5893,59.9,3631,36.9,2262,23.0,3952,40.1
01,30,07,33,11638,100.0,7306,62.8,7119,61.2,4332,37.2,2787,23.9,4519,38.8
01,30,08,34,14372,100.0,9700,67.5,9898,68.9,4672,32.5,5226,36.4,4474,31.1
01,30,08,35,10764,100.0,6601,61.3,7252,67.4,4163,38.7,3089,28.7,3512,32.6
01,30,08,36,14964,100.0,9843,65.8,8827,59.0,5121,34.2,3706,24.8,6137,41.0
01,40,09,37,10840,100.0,5513,50.9,7403,68.3,5327,49.1,2076,19.2,3437,31.7
01,40,09,38,9690,100.0,5200,53.7,6333,65.4,4490,46.3,1843,19.0,3357,34.6
01,40,09,39,6011,100.0,3236,53.8,3727,62.0,2775,46.2,952,15.8,2284,38.0
01,40,09,40,6803,100.0,2636,38.7,5600,82.3,4167,61.3,1433,21.1,1203,17.7
01,40,09,41,3854,100.0,1829,47.5,2809,72.9,2025,52.5,784,20.3,1045,27.1
01,40,09,42,8739,100.0,4802,54.9,5444,62.3,3937,45.1,1507,17.2,3295,37.7
01,40,10,43,7746,100.0,5269,68.0,4486,57.9,2477,32.0,2009,25.9,3260,42.1
01,40,10,44,10137,100.0,6932,68.4,5637,55.6,3205,31.6,2432,24.0,4500,44.4
01,40,10,45,5593,100.0,4086,73.1,3076,55.0,1507,26.9,1569,28.1,2517,45.0
01,40,10,46,8867,100.0,4520,51.0,5957,67.2,4347,49.0,1610,18.2,2910,32.8
01,40,10,47,7860,100.0,5484,69.8,3894,49.5,2376,30.2,1518,19.3,3966,50.5
01,40,10,48,9445,100.0,5753,60.9,5698,60.3,3692,39.1,2006,21.2,3747,39.7
01,40,10,49,6729,100.0,4126,61.3,3925,58.3,2603,38.7,1322,19.6,2804,41.7
02,10,01,01,6381,100.0,4555,71.4,3698,58.0,1826,28.6,1872,29.3,2683,42.0
02,10,01,02,8705,100.0,6198,71.2,5562,63.9,2507,28.8,3055,35.1,3143,36.1
02,10,01,03,5406,100.0,3414,63.2,3689,68.2,1992,36.8,1697,31.4,1717,31.8
