district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners
01,10,01,01,3503,169,181,35,438,1193,377,396,714,1708,1509
01,10,01,02,1996,103,131,28,196,762,260,248,268,932,1065
01,10,01,03,5537,262,342,108,667,1743,629,749,1037,2560,2094
01,10,01,04,4850,254,400,128,808,1720,614,533,393,2228,1974
01,10,02,05,2981,139,177,38,372,1128,299,354,474,1411,1552
01,10,02,06,1893,117,119,33,160,666,282,264,252,916,723
01,10,02,07,8814,486,552,163,753,3232,1001,1034,1593,4343,3317
01,10,03,08,7371,438,464,116,716,3145,1052,721,719,3613,2520
01,10,03,09,12518,685,932,332,1185,4598,2122,1578,1086,6132,3521
01,10,03,10,10276,533,596,158,1151,4061,1272,1027,1478,4881,3894
01,10,03,11,9437,521,664,165,1100,2765,855,984,2383,4897,3051
01,10,03,12,10136,596,565,133,883,3887,1099,1066,1907,4974,3310
01,10,03,13,11016,621,646,174,1388,4000,1312,1211,1664,5453,3633
01,10,04,14,5560,517,472,91,470,2809,621,321,259,2731,2428
01,10,04,15,12997,733,1077,322,1290,5043,2301,1395,836,6473,3724
01,10,04,16,13400,867,1180,299,1039,5523,2380,1245,867,6691,3774
01,20,05,17,3771,212,297,92,515,1504,392,434,325,1722,1576
01,20,05,18,6935,377,439,133,1185,2752,745,668,636,3210,3065
01,20,05,19,9200,463,621,205,1317,3494,1027,979,1094,4302,3490
01,20,05,20,9552,482,588,141,1271,3567,1069,1204,1230,4509,2905
01,20,05,21,5239,276,366,141,805,1882,593,582,594,2371,2019
01,20,05,22,11575,590,710,241,1269,3528,1393,1703,2141,5908,2566
01,20,06,23,10922,590,744,209,1501,4426,1265,1182,1005,5160,3533
01,20,06,24,6396,501,377,94,804,3503,533,308,276,2986,3206
01,20,06,25,6927,418,593,214,887,2219,795,768,1033,3390,2375
01,20,06,26,5905,295,362,103,604,2020,764,720,1037,2912,1612
01,20,06,27,3354,246,380,122,416,900,350,395,545,1647,1183
01,20,06,28,3235,160,206,65,299,1131,463,431,480,1527,792
01,20,06,29,5902,225,263,81,948,1793,614,723,1255,2881,1972
01,30,07,30,8042,558,863,264,1178,2666,952,792,769,3784,3839
01,30,07,31,8694,539,776,245,1260,3013,958,906,997,4186,3402
01,30,07,32,9845,729,933,308,1321,3452,1160,960,982,4744,3952
01,30,07,33,11638,704,1063,319,1557,4093,1460,1177,1265,5615,4519
01,30,08,34,14372,1096,1626,541,1725,4378,1745,1486,1775,7209,4474
01,30,08,35,10764,635,971,271,1633,3059,1183,1253,1759,5451,3512
