district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
01,01,11,01,2075,152,116,34,377,839,185,183,189,988,1405
01,01,11,02,71,3,3,3,6,44,9,0,3,25,53
01,01,11,03,2979,206,261,92,380,986,373,320,361,1411,1810
01,01,11,04,3005,176,324,96,556,1075,348,251,179,1359,1810
01,01,11,05,1047,66,76,21,120,421,195,83,65,499,789
01,01,12,01,1494,98,144,39,259,504,177,118,155,693,1036
01,01,12,02,315,22,28,15,27,109,47,46,21,163,232
01,01,12,03,637,52,46,6,59,299,86,48,41,301,433
01,01,12,04,4341,394,341,89,505,1824,509,362,317,2167,2924
01,01,13,01,3009,257,193,55,350,1529,337,157,131,1457,2132
01,01,13,02,5095,415,501,139,485,2388,671,308,188,2495,3400
01,01,13,03,4811,343,356,71,703,2369,468,301,200,2271,3482
01,01,13,04,3832,362,415,131,540,1431,427,253,273,1948,2427
01,01,13,05,3700,338,266,84,410,1670,483,198,251,1705,2470
01,01,13,06,4939,375,335,66,1261,1945,472,271,214,2452,3351
01,01,14,01,8085,716,739,179,921,4141,911,289,189,4016,5776
01,01,14,02,5578,544,479,87,541,2920,632,208,167,2797,3758
01,02,21,01,1913,155,182,46,277,753,219,161,120,869,1303
01,02,21,02,4258,294,370,110,732,1523,558,346,325,1980,2943
01,02,21,03,248,25,42,9,27,84,20,25,16,114,189
01,02,21,04,9559,631,845,254,1415,3548,1201,861,804,4438,6246
01,02,21,05,3154,220,345,97,521,1069,413,264,225,1454,1983
01,02,21,06,4120,289,366,126,493,1560,492,407,387,2039,2382
01,02,22,01,5627,413,528,150,848,2198,677,454,359,2672,3480
01,02,22,02,2277,222,189,49,322,1050,211,109,125,1066,1390
01,02,22,03,4304,382,553,148,507,1387,533,321,473,2105,2460
01,02,22,04,2661,195,213,63,327,1080,346,240,197,1207,1638
01,02,22,05,2109,216,295,99,223,611,254,203,208,1040,1090
01,02,22,06,1304,88,135,40,136,507,160,120,118,636,711
01,02,22,07,2797,117,150,50,770,1039,243,196,232,1348,2032
01,03,31,01,17239,1599,2208,664,2375,5746,2185,1343,1119,8069,11335
01,03,31,02,7311,570,865,280,1084,2439,995,556,522,3473,4570
01,03,32,01,9580,984,1445,437,1030,2940,1146,817,781,4733,4462
01,03,32,02,6219,571,784,231,896,1930,737,527,543,3086,3190
01,03,32,03,9473,767,1147,395,1385,3302,1155,696,626,4410,5937
01,04,41,01,10472,805,1003,319,1350,3904,1389,948,754,4872,6668
01,04,41,02,7011,664,741,202,771,2499,857,662,615,3368,4162
01,04,41,03,4756,324,426,145,781,1811,615,373,281,2247,3317
01,04,42,01,16538,1272,1965,610,2224,5593,2303,1414,1157,7720,10560
01,04,42,02,10170,680,866,273,2012,4044,1074,724,497,4573,7126
