district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners
01,01,11,01,3445,164,140,37,490,1160,337,398,719,1645,1405
01,01,11,02,188,6,6,3,13,63,25,39,33,74,53
01,01,11,03,5159,255,324,107,597,1518,646,757,955,2389,1810
01,01,11,04,4626,250,384,121,802,1635,613,465,356,2059,1810
01,01,11,05,1567,83,86,30,150,552,275,180,211,714,789
01,01,12,01,2456,125,160,49,332,686,314,351,439,1164,1036
01,01,12,02,654,32,31,18,49,209,109,105,101,312,232
01,01,12,03,1171,64,58,9,107,426,184,140,183,540,433
01,01,12,04,8461,512,404,118,786,2944,1070,1007,1620,4127,2924
01,01,13,01,6910,455,399,92,673,2986,1015,625,665,3325,2132
01,01,13,02,12540,709,1012,314,1025,4844,2254,1353,1029,6056,3400
01,01,13,03,10011,489,508,101,1209,3947,1222,1027,1508,4725,3482
01,01,13,04,8813,472,563,170,864,2401,900,933,2510,4649,2427
01,01,13,05,8778,485,412,125,768,3049,1063,934,1942,4289,2470
01,01,13,06,10831,631,550,111,1634,3768,1330,1207,1600,5316,3351
01,01,14,01,18200,1269,1441,347,1741,8008,2929,1468,997,8920,5776
01,01,14,02,13640,999,1109,236,1045,6070,2346,976,859,6794,3758
01,02,21,01,3524,206,217,49,554,1410,403,397,288,1602,1303
01,02,21,02,6809,361,418,144,1248,2534,815,664,625,3132,2943
01,02,21,03,295,28,49,15,27,91,32,28,25,138,189
01,02,21,04,18823,995,1143,341,2695,7034,2270,2137,2208,8921,6246
01,02,21,05,5365,308,396,115,875,1929,638,559,545,2498,1983
01,02,21,06,11459,571,689,245,1250,3468,1549,1687,2000,5797,2382
01,02,22,01,11048,666,716,196,1670,4475,1301,1057,967,5201,3480
01,02,22,02,3580,294,217,59,552,1633,342,239,244,1681,1390
01,02,22,03,7150,484,651,178,954,2303,835,708,1037,3483,2460
01,02,22,04,6081,343,352,105,657,2014,849,755,1006,2951,1638
01,02,22,05,3316,265,340,115,379,871,386,401,559,1636,1090
01,02,22,06,3045,130,209,64,284,1050,455,372,481,1442,711
01,02,22,07,5822,193,243,89,1061,1635,654,678,1269,2839,2032
01,03,31,01,26956,1947,2563,775,3919,9237,3237,2558,2720,12748,11335
01,03,31,02,11853,764,1011,318,1833,4115,1529,1076,1207,5686,4570
01,03,32,01,14303,1180,1606,493,1749,4487,1657,1426,1705,7131,4462
01,03,32,02,10509,698,935,266,1397,3029,1201,1179,1804,5318,3190
01,03,32,03,14657,947,1269,447,2355,5121,1729,1317,1472,6806,5937
