district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01,01,11,01,2054,628,60,68,78,21,87,28,109,22,16,29,86,16,22,327,118,73,27,466,107,51,241,9,43,15,47,78
01,01,11,02,76,42,0,0,6,3,3,6,12,0,3,6,6,0,0,6,3,0,0,3,0,0,0,0,0,3,6,3
01,01,11,03,2885,962,148,33,93,21,41,50,209,84,104,31,156,19,75,441,174,98,40,890,310,56,364,58,96,33,54,122
01,01,11,04,3110,736,109,47,78,36,54,45,122,46,25,21,121,51,25,283,117,62,6,1345,410,63,676,193,119,24,45,205
01,01,11,05,899,247,21,12,22,19,19,16,65,3,12,3,9,0,0,195,118,31,13,288,40,6,198,3,13,0,37,34
01,01,12,01,1438,402,33,12,36,16,34,18,34,99,39,10,47,7,21,356,163,89,16,317,50,25,186,27,9,38,39,41
01,01,12,02,303,134,18,3,15,18,7,9,6,0,19,0,7,4,3,36,18,9,0,24,3,3,9,0,0,0,27,3
01,01,12,03,593,197,6,16,19,12,9,17,19,24,12,0,6,0,6,217,141,21,0,65,21,6,16,3,0,15,29,11
01,01,12,04,4152,1331,117,58,94,65,83,92,196,221,61,24,128,12,52,836,453,157,30,862,198,41,469,29,151,169,126,119
01,01,13,01,2964,1292,150,31,115,112,108,104,181,53,68,30,80,16,12,403,208,58,34,433,95,49,171,0,43,25,163,56
01,01,13,02,5040,2363,374,70,271,182,174,300,236,113,69,43,164,18,43,457,233,77,24,614,184,47,258,18,94,86,432,79
01,01,13,03,4764,1698,192,70,218,89,155,149,196,99,73,24,134,22,52,581,266,109,40,888,144,60,480,33,136,301,248,108
01,01,13,04,3644,878,64,33,104,24,117,34,170,55,40,10,219,30,19,369,134,76,28,840,262,27,332,18,100,669,59,120
01,01,13,05,3254,919,87,16,107,42,83,76,119,85,36,25,83,9,22,503,260,83,18,657,171,19,328,19,97,117,80,120
01,01,13,06,4651,1507,116,59,179,71,133,116,259,76,59,46,187,19,52,466,170,87,33,1071,604,39,264,12,79,154,347,228
01,01,14,01,7792,3504,464,153,402,245,294,333,393,139,123,64,215,29,57,807,375,149,30,1253,237,96,577,34,164,101,485,133
01,01,14,02,5493,2785,388,128,409,195,231,307,228,80,98,40,113,15,22,447,203,80,12,554,112,44,247,18,47,58,474,105
01,02,21,01,1915,813,39,45,58,24,34,28,289,79,93,25,137,46,51,121,48,18,3,610,132,12,389,133,81,4,34,93
01,02,21,02,4139,1406,85,82,120,30,51,55,376,204,76,79,343,51,104,181,48,35,18,1601,568,30,757,179,158,53,43,206
01,02,21,03,213,30,3,9,0,0,0,3,3,3,3,0,3,0,0,9,3,0,0,141,40,9,47,15,9,6,3,9
01,02,21,04,9586,3146,239,157,346,122,163,169,783,259,219,188,763,121,265,542,199,140,21,3408,1441,122,1349,404,310,100,167,532
01,02,21,05,3234,1054,64,69,113,21,43,26,190,283,91,37,228,27,136,232,80,67,9,1269,522,45,557,225,89,19,55,160
01,02,21,06,4053,1480,160,53,168,71,107,96,293,99,99,59,223,48,63,368,139,104,21,1094,403,81,438,132,62,21,117,200
01,02,22,01,5556,1765,194,76,210,70,93,103,341,121,179,66,311,61,89,399,167,70,24,2104,1004,67,769,157,237,43,108,309
01,02,22,02,1554,306,19,12,40,17,10,21,71,16,3,22,66,0,16,127,60,28,4,682,389,13,226,68,27,15,28,175
01,02,22,03,4225,1045,46,55,79,34,57,55,251,155,64,72,327,86,86,251,83,71,27,1951,1060,24,692,239,147,21,46,419
01,02,22,04,2780,1099,106,61,96,38,37,60,259,92,80,19,106,22,37,327,126,64,18,727,272,48,299,52,55,15,87,113
01,02,22,05,2121,404,18,16,66,15,9,10,145,28,34,18,163,37,63,315,124,94,14,979,347,43,457,121,119,6,15,139
01,02,22,06,1252,479,37,22,53,22,33,24,156,27,23,3,34,9,9,151,64,16,28,310,118,12,109,19,15,15,28,74
01,02,22,07,2713,1068,126,51,105,54,130,52,188,48,52,39,145,12,49,290,131,69,6,499,152,42,189,21,58,31,84,102
01,03,31,01,17200,5152,185,554,345,125,171,147,1091,1251,535,188,1438,341,576,786,335,110,57,7853,4274,59,2478,634,592,59,146,1046
01,03,31,02,7462,2020,141,139,176,58,57,92,452,388,162,88,593,147,207,304,126,57,30,3582,2293,35,917,260,167,43,85,483
01,03,32,01,9338,1499,108,59,175,56,104,67,435,103,72,67,399,91,103,630,231,130,122,5527,3441,33,1559,680,240,36,94,924
01,03,32,02,5946,1207,71,42,116,40,58,51,429,86,59,92,354,48,122,445,192,96,52,2953,1942,27,684,190,134,27,68,626
01,03,32,03,9428,2491,158,109,237,57,129,91,598,317,240,133,720,198,177,560,263,88,54,4421,2389,44,1571,524,326,62,125,587
01,04,41,01,10358,3479,231,192,334,87,106,130,1017,577,176,203,862,212,274,513,200,91,36,4009,2225,79,1154,213,236,82,144,654
01,04,41,02,6815,2201,151,86,178,55,69,77,817,303,81,106,599,118,129,355,152,52,19,2677,1461,61,797,173,207,61,54,554
01,04,41,03,4656,1630,132,86,145,49,74,45,319,362,122,67,246,33,50,275,120,57,21,1788,819,43,685,103,249,31,79,203
01,04,42,01,16713,4645,265,298,377,119,170,197,977,986,467,148,1187,378,397,743,293,128,39,7819,4400,61,2541,788,470,88,160,1189
01,04,42,02,10105,3158,235,181,273,102,157,139,758,547,207,87,554,112,206,464,182,76,53,3979,1592,95,1554,438,270,66,140,456
01,04,42,03,9793,3242,196,261,227,80,128,99,748,683,307,100,643,178,249,381,153,67,33,4247,2594,68,1162,343,234,77,127,473
02,01,01,01,4940,979,59,58,127,39,44,45,209,122,71,49,208,54,63,584,209,103,39,2235,940,158,844,225,148,48,46,336
02,01,01,02,9349,1511,133,117,159,70,81,86,289,186,60,93,346,94,92,627,237,118,22,5067,2926,71,1798,641,293,39,194,1146
02,01,01,03,10806,1352,83,107,172,58,85,64,332,197,31,33,324,120,99,305,101,64,28,6828,5435,58,1063,272,224,58,62,1441
02,01,01,04,3315,512,58,48,69,15,37,30,55,79,21,15,67,27,12,31,9,6,0,2043,1434,21,528,157,93,13,62,434
02,02,02,01,690,230,35,6,10,18,3,30,36,4,9,6,15,0,9,77,36,17,9,140,50,6,60,0,0,7,21,26
02,02,02,02,2722,909,109,39,133,36,61,68,137,71,48,62,159,38,46,110,53,15,12,977,428,41,432,89,140,6,115,164
02,02,02,03,4412,1808,173,89,311,100,144,195,283,67,45,99,250,46,62,150,77,13,9,1197,630,33,402,111,101,17,213,213
02,02,02,04,5537,2240,241,112,283,97,169,213,352,110,185,110,323,36,114,265,110,47,21,1543,893,74,442,97,126,29,236,268
02,02,02,05,6269,2173,290,128,324,154,179,231,220,64,70,102,284,48,65,182,81,41,6,1835,1310,72,349,97,94,18,539,428
02,02,02,06,8875,3225,420,143,452,194,278,340,391,232,89,116,373,82,109,240,100,30,4,3204,1886,54,1088,512,122,21,396,482
02,03,03,01,5706,1043,150,52,142,55,84,128,83,87,43,25,138,70,27,74,24,15,3,3305,2911,31,288,63,64,9,121,663
02,03,03,02,7131,1749,237,81,234,133,136,184,145,127,37,55,208,42,64,130,44,30,7,3534,2868,34,481,83,117,21,202,670
02,03,04,01,7534,2555,279,116,382,167,216,294,258,117,100,43,262,48,86,184,61,19,18,2836,2130,64,523,119,115,6,320,433
02,03,04,02,5692,1916,242,107,308,84,185,199,235,123,25,36,129,24,45,160,54,28,16,2208,1795,36,216,56,37,6,225,420
02,04,05,01,1551,418,24,13,47,15,16,15,103,55,21,6,67,6,28,229,113,28,21,305,44,6,154,6,62,282,18,72
02,04,05,02,2290,804,66,21,98,52,59,35,130,69,53,27,123,25,47,273,115,42,25,371,78,18,132,3,58,305,46,86
02,04,05,03,2973,1332,162,64,151,73,100,117,223,54,50,38,118,39,31,261,122,51,36,389,94,18,173,12,56,244,100,82
02,04,07,01,5550,1360,67,42,116,33,99,110,304,173,70,16,403,82,120,741,319,126,59,1490,344,57,634,39,186,584,89,157
02,04,07,02,3137,1502,173,42,230,82,166,155,183,58,47,41,102,10,30,275,116,51,31,380,114,22,135,9,52,93,165,65
02,04,07,03,792,475,13,9,32,6,30,25,39,15,242,9,39,3,12,88,31,19,6,122,65,3,21,0,3,3,14,9
02,05,06,01,2871,1254,165,44,191,61,102,125,176,42,49,24,149,49,40,269,107,62,22,410,84,15,146,9,58,175,119,55
02,05,06,02,6774,3311,420,86,499,196,321,285,432,102,119,75,299,85,81,628,213,123,73,871,188,28,406,25,127,241,334,103
02,05,08,01,7043,3012,377,100,485,154,304,247,347,131,116,52,340,92,100,500,202,96,70,1143,190,28,652,16,310,369,328,190
02,05,08,02,6930,3722,527,104,554,195,330,434,407,91,145,47,198,36,55,447,160,70,46,752,192,45,290,24,109,105,388,133
02,05,08,03,2629,1297,128,49,211,46,113,119,170,39,96,44,126,15,40,265,122,68,22,346,115,15,150,12,49,57,111,69
02,05,08,04,1136,398,34,21,32,27,21,51,59,10,25,6,49,9,24,115,45,12,12,239,43,13,126,0,20,41,42,52
03,01,01,01,614,263,6,4,12,12,9,9,89,42,9,12,36,9,6,98,49,24,4,122,10,15,63,6,27,6,18,9
03,01,01,02,2377,557,18,12,30,10,9,9,287,36,28,6,99,24,22,443,200,56,53,1099,62,45,501,13,191,81,9,9
03,01,01,04,57,45,0,3,9,3,3,3,6,0,3,0,0,0,0,0,0,0,0,12,3,0,9,0,0,0,0,0
03,02,02,03,337,55,0,0,3,7,3,0,24,6,3,0,16,0,16,61,33,3,3,200,27,6,92,3,15,9,0,3
03,02,02,09,2393,986,66,91,57,67,31,64,265,73,64,27,75,9,18,299,120,62,22,391,84,18,147,3,68,42,166,67
03,02,02,10,1701,618,35,19,45,28,21,24,193,40,81,12,89,29,9,276,119,40,30,471,121,20,208,18,75,21,19,54
03,02,03,07,2434,837,27,34,34,22,41,24,373,72,24,24,103,22,27,694,299,74,148,667,150,21,255,18,137,24,28,73
03,03,04,05,1912,539,21,21,21,25,15,7,267,33,35,10,73,12,9,446,185,36,113,710,39,21,340,6,202,45,12,18
03,03,04,06,722,305,6,6,9,12,15,9,142,21,3,3,21,0,15,175,73,21,43,123,16,0,24,6,9,6,32,12
03,03,07,11,502,223,24,16,6,15,3,9,90,18,9,0,18,0,15,75,24,12,21,116,15,9,43,0,6,9,3,21
03,03,07,15,1477,317,27,3,18,20,9,10,95,45,6,6,48,3,15,162,52,21,16,742,78,16,382,13,120,36,18,40
03,03,07,16,41,19,0,0,0,0,0,4,9,3,3,0,0,0,0,6,6,0,0,0,0,0,0,0,0,10,0,0
03,04,05,08,932,303,37,10,15,9,12,3,147,15,6,9,30,0,18,207,78,15,64,358,184,10,67,9,18,18,9,43
03,04,05,12,1646,631,49,18,43,21,18,30,219,34,19,28,85,12,30,191,51,52,37,461,206,15,131,15,36,12,25,88
03,04,05,13,496,256,25,12,10,24,9,34,72,9,16,3,18,12,0,63,30,3,15,84,15,3,30,3,18,3,12,18
03,04,06,14,5650,2547,190,54,230,140,133,224,668,161,107,66,223,34,66,832,356,151,90,1023,171,86,402,46,156,94,202,134
03,04,08,18,5989,2646,222,68,309,138,157,147,678,140,153,49,244,45,61,850,311,170,64,1107,152,59,477,41,124,92,169,99
03,05,09,19,1101,204,5,0,21,10,12,10,71,12,33,3,112,36,48,159,60,24,18,513,30,21,286,4,125,22,16,23
03,05,09,20,1096,555,34,19,34,31,29,29,135,69,20,6,39,3,15,147,56,21,18,142,32,0,64,0,25,21,34,9
03,05,09,23,2127,985,76,33,135,45,49,70,241,62,68,19,97,25,32,241,100,46,27,348,58,30,126,3,46,77,72,27
03,05,09,24,1434,725,65,37,89,12,42,36,130,58,33,73,152,15,38,161,64,25,7,202,40,18,99,3,42,45,37,23
03,05,09,25,1823,725,55,25,81,39,37,45,133,42,91,19,75,15,35,249,91,41,38,425,36,24,221,9,114,92,33,41
03,05,10,17,939,328,15,24,26,13,9,9,78,21,62,3,45,15,21,190,79,30,31,302,18,6,205,3,140,51,9,8
03,05,10,21,760,229,6,9,14,9,9,3,103,22,18,6,76,15,15,152,84,16,15,177,18,6,69,6,26,40,6,30
03,05,10,22,445,162,6,9,6,6,3,0,84,0,3,3,22,3,7,78,34,13,7,92,0,0,58,0,9,31,9,9
03,06,11,26,4663,2207,273,62,296,134,170,203,310,90,87,36,166,27,46,461,186,68,35,699,128,56,348,34,117,66,254,105
03,06,11,31,3610,1888,300,55,331,137,130,204,188,41,63,28,89,9,34,285,132,47,12,290,80,33,118,15,38,45,256,36
03,06,12,27,3892,1949,197,86,284,148,168,218,236,81,68,22,65,3,24,370,173,54,35,399,110,21,155,16,36,112,192,68
03,06,12,28,3090,1382,130,51,216,57,133,84,223,86,67,26,105,24,28,309,122,37,42,478,100,28,203,9,68,172,84,46
03,06,13,32,7216,3571,479,128,528,283,328,390,350,85,111,44,161,24,46,580,295,98,36,712,129,58,350,12,139,89,537,116
03,06,14,29,1660,533,13,15,64,9,41,27,178,48,18,12,51,9,9,224,51,42,28,436,83,16,143,0,78,227,35,47
03,06,14,30,1721,298,10,13,15,9,3,31,59,60,34,0,96,27,27,168,50,20,16,952,30,33,547,18,260,74,6,3
03,06,14,34,1751,798,74,33,112,39,62,61,133,28,36,15,71,19,22,216,107,46,12,223,46,12,104,3,39,37,80,28
03,06,14,35,1163,460,38,9,65,6,42,34,98,27,28,9,38,8,15,108,39,24,9,157,22,3,84,3,45,127,50,36
03,06,14,41,736,308,9,3,39,12,57,18,50,23,6,12,36,0,12,114,55,37,0,49,9,3,25,3,6,24,34,12
03,07,15,36,4043,1935,237,61,317,124,204,225,153,49,71,24,66,12,12,318,144,63,22,392,94,35,141,18,28,56,350,55
03,07,15,37,5621,2673,328,118,369,174,220,324,225,77,81,37,152,24,33,510,235,100,27,579,82,61,293,12,74,88,510,74
03,07,16,33,988,314,26,13,27,15,15,36,63,12,7,0,18,3,9,162,80,32,13,222,56,6,75,9,33,33,42,17
03,07,16,38,5660,2784,342,95,371,191,272,298,342,121,63,45,126,12,33,513,236,94,37,600,157,48,251,13,94,148,397,82
03,07,16,39,3424,1662,225,62,183,115,115,206,250,45,71,20,97,28,18,282,128,45,15,365,119,15,135,9,61,80,279,54
04,01,01,01,5120,1827,35,48,93,28,45,45,1038,127,109,96,388,70,79,477,216,79,46,1762,748,193,535,79,136,67,39,294
04,01,01,02,337,113,0,3,9,9,3,3,36,9,23,0,79,28,42,27,15,0,0,85,12,0,58,9,25,6,0,0
04,01,01,03,4284,1037,12,24,27,14,10,6,643,125,53,24,264,21,108,624,217,149,85,1859,824,109,672,172,203,58,22,408
04,02,02,04,63,30,0,0,3,0,3,12,6,0,0,0,0,0,0,0,0,0,0,9,0,3,6,0,0,0,0,6
04,02,02,05,339,126,14,0,3,9,6,19,18,9,3,3,33,18,9,39,21,3,0,53,18,16,16,0,6,0,21,6
04,02,02,06,815,280,15,16,33,15,3,15,92,16,18,6,37,22,3,85,30,28,3,182,21,43,89,9,25,3,27,41
04,02,02,07,767,313,27,9,15,19,6,42,64,27,21,19,43,9,12,90,30,33,3,143,52,28,19,3,0,3,21,21
04,02,02,08,784,337,13,9,16,18,15,51,103,15,12,3,24,6,6,111,31,9,15,123,39,24,33,0,9,9,48,51
04,02,02,09,1241,518,49,24,55,30,56,45,90,45,18,3,28,0,6,127,50,43,0,192,52,33,77,0,26,12,43,35
04,02,03,10,338,99,3,10,3,0,0,0,34,19,0,6,12,0,3,43,25,6,3,125,6,29,65,0,21,7,3,9
04,02,03,11,5049,1850,122,91,169,142,63,161,440,100,113,63,239,32,64,460,186,88,12,1468,370,210,553,36,152,50,145,267
04,02,03,12,1793,580,52,48,43,30,31,43,121,24,36,24,85,6,37,221,71,45,15,564,117,60,212,21,60,24,49,58
04,02,03,13,2881,963,71,34,117,46,49,55,236,89,74,39,245,46,113,242,86,70,18,812,224,74,377,25,71,42,58,143
04,02,03,14,12,9,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0
04,03,04,15,1618,536,46,35,49,12,21,3,175,21,54,36,102,18,27,173,76,39,16,462,104,78,204,36,50,19,18,83
04,03,04,16,5221,1334,136,70,125,75,91,73,341,97,40,48,330,45,139,465,183,94,51,2079,1183,122,542,57,180,52,106,412
04,03,04,17,4294,1610,176,66,201,84,105,92,346,81,99,83,290,59,93,492,187,123,24,1050,455,126,336,45,94,37,112,226
04,03,05,18,4335,1336,106,86,171,59,63,79,378,68,74,60,249,54,73,352,127,73,23,1453,608,133,475,125,81,86,75,316
04,03,05,19,2715,925,59,50,141,57,25,34,297,45,68,24,153,56,49,222,90,54,12,874,312,95,309,88,61,36,45,194
04,03,06,20,3973,1343,108,102,131,54,58,58,381,62,70,98,316,61,103,570,221,127,39,1025,367,141,397,70,46,42,85,274
04,03,06,21,1750,609,48,32,69,22,13,36,172,30,37,28,144,21,64,227,75,97,6,450,226,41,122,36,19,18,33,106
04,03,06,22,5152,1693,139,96,174,87,76,116,391,89,105,119,368,52,132,609,192,183,34,1405,512,218,503,125,120,82,130,395
04,03,06,23,2849,736,73,57,62,30,40,45,158,65,21,24,126,21,42,663,219,235,35,816,288,115,268,58,42,51,51,135
04,03,07,24,2450,916,67,77,101,47,66,58,235,30,41,15,81,9,18,405,169,85,34,546,159,76,212,26,46,12,102,94
04,03,07,25,5023,2125,270,103,245,113,129,180,371,100,122,71,390,60,218,500,153,132,21,887,284,119,327,66,61,46,200,177
04,03,07,26,2633,900,52,72,101,56,33,64,168,54,106,24,132,21,62,379,96,90,18,699,163,69,366,27,131,21,115,101
04,03,08,27,6611,2371,198,148,282,85,174,147,427,199,161,125,491,52,196,676,228,154,30,1738,617,128,711,170,86,144,167,225
04,03,08,28,4417,1562,162,111,219,84,127,133,232,33,94,60,337,41,176,373,127,77,15,888,305,109,344,58,65,54,277,171
04,03,09,29,2664,1036,130,43,92,79,76,91,206,57,63,27,148,42,48,279,104,76,15,500,158,69,191,28,15,27,137,134
04,03,09,30,2596,979,97,46,119,70,78,108,157,18,40,31,144,3,94,331,113,63,3,486,135,89,158,33,24,39,135,135
04,03,09,31,2144,751,72,46,66,50,39,63,148,22,64,24,100,19,33,320,111,83,3,491,116,56,252,31,66,38,101,68
04,03,10,32,6695,2462,223,173,273,106,91,164,618,123,138,102,411,82,149,1003,388,219,34,1285,358,193,536,64,69,84,275,287
04,04,11,33,29,16,0,0,0,0,0,3,4,0,6,0,0,0,0,4,4,0,0,9,0,0,6,0,6,0,0,0
04,04,11,34,2104,771,82,35,61,61,40,40,149,27,89,30,60,6,9,453,187,117,12,367,111,90,107,3,9,0,127,96
04,04,11,35,1036,308,19,18,27,18,6,18,65,15,24,19,49,4,19,312,129,80,9,171,54,47,21,0,0,9,58,45
04,04,11,36,1091,342,15,27,36,18,19,21,99,9,16,6,46,9,13,312,167,61,6,185,58,54,39,3,6,3,34,55
04,04,11,37,3184,1149,60,59,78,44,18,56,464,57,74,61,242,48,64,616,221,162,19,646,214,94,248,39,56,10,92,148
04,04,12,38,2147,699,58,28,83,48,9,18,230,30,42,50,121,9,40,392,135,110,10,532,181,67,178,22,36,28,54,167
04,04,12,39,275,27,3,0,0,0,3,0,6,3,12,0,12,3,6,36,9,3,0,191,18,16,102,6,44,0,0,6
04,04,12,40,423,157,18,0,9,9,16,9,18,12,6,9,30,3,9,71,31,12,0,60,9,18,27,0,6,10,29,12
04,04,12,41,1752,644,76,22,72,37,21,36,168,3,60,21,94,9,31,242,91,57,12,421,81,76,175,12,21,9,40,61
04,04,13,42,1407,548,15,28,33,15,24,13,271,25,12,31,85,9,33,225,78,59,3,318,103,60,106,9,40,6,33,86
04,04,13,43,1122,365,32,19,42,15,19,12,100,12,21,28,73,21,15,196,75,37,12,228,96,36,48,3,15,6,77,35
04,04,13,44,3000,1082,113,94,84,79,47,73,232,33,51,70,197,30,76,305,152,55,13,547,158,78,204,12,40,16,210,126
04,05,14,45,2741,906,51,40,82,54,33,24,272,84,52,78,253,35,66,412,134,97,33,695,221,83,287,27,59,27,74,180
04,05,14,46,4711,1719,158,117,159,103,105,148,344,84,82,69,231,39,56,985,367,241,22,735,220,127,240,24,43,52,223,225
04,05,14,47,2264,883,79,51,89,52,37,68,173,52,49,33,124,34,36,329,118,76,18,361,116,37,124,22,24,39,84,107
04,05,14,48,4452,1557,145,106,173,82,70,106,338,77,90,94,237,39,52,582,247,112,18,1191,388,162,476,69,96,17,176,153
04,05,15,49,2021,739,44,42,94,17,26,44,154,58,70,58,224,33,87,204,113,32,6,600,197,24,287,23,133,29,31,101
04,05,15,50,2325,869,88,34,90,25,40,58,206,31,48,71,202,34,66,291,112,64,6,493,198,70,138,33,27,15,106,104
04,05,15,51,1947,688,39,34,73,25,33,31,154,34,33,99,200,28,54,279,88,69,9,436,150,51,154,30,43,24,56,138
04,05,16,52,3970,1478,153,103,201,95,74,100,281,65,73,47,181,29,32,490,162,128,21,845,189,81,434,52,104,49,164,156
04,05,16,53,2977,1127,118,78,127,40,43,73,235,52,55,68,179,28,58,322,115,72,24,677,268,57,218,15,64,53,93,143
04,05,16,54,1091,364,32,28,35,9,18,19,78,9,36,22,67,24,15,153,63,42,3,192,70,24,71,3,38,37,30,78
04,05,16,55,3162,1015,91,61,115,57,49,34,273,31,40,52,193,25,67,356,161,77,13,847,289,49,379,30,108,30,69,206
04,05,16,56,2505,1059,92,55,167,47,69,68,211,63,61,46,121,17,27,201,55,65,9,533,169,54,186,43,40,21,108,119
04,06,17,57,24,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,9,0,3,0,3,0
05,01,01,01,2874,802,9,25,46,25,12,42,440,25,42,46,217,55,70,292,123,43,70,1214,393,58,537,169,97,25,15,213
05,01,01,02,2230,755,19,0,57,19,18,21,341,121,53,39,252,63,104,231,104,30,43,777,320,31,248,31,106,7,19,104
05,01,01,03,1445,495,9,16,9,15,6,40,249,26,44,18,121,21,55,136,49,28,25,475,178,69,149,21,43,6,27,111
