district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01,01,11,01,1710,554,46,62,48,21,69,31,96,30,26,18,56,9,22,282,107,40,26,442,70,45,251,19,44,21,27,71
01,01,11,02,74,42,0,6,3,6,6,0,6,0,0,0,0,0,0,6,3,0,0,3,0,0,3,3,0,0,9,0
01,01,11,03,3241,963,121,31,107,12,40,39,203,94,129,38,182,18,80,426,157,92,23,1227,320,64,576,40,239,37,48,120
01,01,11,04,2943,750,111,52,74,27,43,36,148,74,30,13,89,43,17,257,101,81,10,1200,420,57,574,203,61,22,52,207
01,01,11,05,660,155,15,9,20,15,13,7,30,3,3,0,4,0,0,172,101,25,3,211,16,9,146,3,10,0,33,25
01,01,12,01,1044,286,23,10,37,10,16,24,14,89,20,3,7,0,0,314,139,76,8,203,48,10,116,15,6,43,15,41
01,01,12,02,244,120,22,3,10,18,3,7,9,0,12,0,11,0,5,36,21,6,0,6,3,0,0,0,0,0,22,0
01,01,12,03,496,178,12,12,15,12,9,22,17,9,6,0,6,0,3,189,120,6,0,41,11,6,15,0,0,10,27,10
01,01,12,04,3006,1039,56,47,94,54,58,61,158,229,42,28,105,11,37,613,331,91,31,589,91,18,338,21,123,125,76,78
01,01,13,01,2446,1095,135,31,98,104,96,89,167,33,50,16,83,18,31,306,170,34,22,389,89,50,145,0,21,20,125,28
