district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01,01,11,01,1747,555,47,66,41,20,84,24,98,23,25,20,70,9,28,295,112,56,19,442,80,56,237,13,55,21,40,70
01,01,11,02,71,40,0,3,0,6,7,0,10,0,6,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,9,4
01,01,11,03,3248,989,135,31,97,22,54,45,225,82,129,31,157,18,69,439,167,75,35,1257,315,73,598,49,219,40,39,116
01,01,11,04,3030,761,96,40,85,22,43,28,143,85,34,21,112,51,13,237,98,62,7,1301,424,82,607,218,73,28,41,199
01,01,11,05,657,153,10,7,28,18,13,6,23,3,12,0,8,0,5,149,89,31,9,231,27,18,141,10,9,3,32,9
01,01,12,01,1171,318,15,19,46,9,18,18,26,85,24,6,15,0,6,315,139,73,11,245,43,12,152,24,4,41,21,43
01,01,12,02,288,131,23,3,10,14,6,13,10,0,18,0,13,0,7,37,21,9,0,12,3,0,3,0,0,0,23,6
01,01,12,03,512,180,6,14,17,13,11,18,22,9,9,0,9,0,6,205,137,12,0,50,13,6,21,3,0,3,32,6
01,01,12,04,3303,1155,92,43,95,54,77,72,168,237,51,28,129,16,43,702,369,107,27,644,127,23,355,22,119,112,74,96
01,01,13,01,2538,1173,126,41,104,99,105,98,168,50,62,18,62,13,15,338,176,49,24,368,78,47,151,0,28,18,139,46
01,01,13,02,4699,2256,355,49,300,171,164,288,216,99,53,44,154,9,49,440,192,70,17,602,189,41,238,19,93,92,344,78
01,01,13,03,4169,1449,183,63,162,90,137,145,190,62,55,21,106,18,27,499,213,99,19,826,124,46,422,60,121,255,198,68
01,01,13,04,3084,707,58,24,98,19,116,31,115,46,28,7,205,31,32,367,127,83,34,628,226,25,238,10,67,629,48,106
01,01,13,05,2653,757,75,13,84,50,68,64,98,89,22,22,67,7,9,461,240,68,47,582,147,7,292,15,87,92,74,86
01,01,13,06,3726,1173,100,40,121,49,97,106,235,64,61,28,164,35,46,314,115,61,21,1034,524,41,357,28,109,119,234,185
01,01,14,01,6296,2950,377,114,396,229,211,300,321,108,126,33,164,26,37,536,242,104,24,1027,196,79,501,19,188,76,393,84
