district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01,10,01,01,2404,574,46,43,70,34,67,109,30,29,27,43,79,3,28,453,142,175,21,558,128,60,256,26,53,21,46,81
01,10,01,02,1438,322,22,10,46,32,24,54,27,18,6,30,31,6,12,343,213,75,6,389,95,35,216,3,24,6,54,58
01,10,01,03,3594,939,161,39,97,33,69,194,51,112,27,69,124,19,50,579,265,163,41,1089,353,90,443,75,122,29,107,138
01,10,01,04,3252,609,67,24,90,35,39,121,40,42,27,43,98,35,15,413,167,137,10,1299,427,67,605,146,153,25,77,222
01,10,02,05,2033,483,43,16,61,27,51,46,98,21,6,26,18,0,3,477,219,150,11,433,99,41,235,38,30,49,43,28
01,10,02,06,1027,255,28,13,36,16,42,20,17,16,0,35,28,3,25,300,180,45,0,160,62,3,60,7,9,12,63,15
01,10,02,07,5089,1225,90,44,150,66,98,187,191,62,16,92,145,29,43,1119,548,284,65,1181,261,84,578,62,217,220,134,202
01,10,03,08,3650,1238,132,43,151,102,109,170,96,65,31,132,102,12,20,525,241,156,24,584,158,72,212,6,46,45,190,82
01,10,03,09,5700,1957,277,74,369,136,182,206,116,71,39,265,175,22,57,790,362,236,30,890,223,68,396,39,141,137,400,107
01,10,03,10,5618,1480,161,78,229,95,141,193,112,69,36,126,166,25,48,769,285,253,37,1266,237,73,715,60,261,382,208,139
01,10,03,11,5368,976,100,41,143,26,129,156,94,74,18,65,228,36,34,608,240,195,31,1456,360,66,696,49,286,837,236,202
01,10,03,12,5681,1211,121,43,169,51,100,162,130,68,34,116,157,19,61,1007,427,311,51,1424,387,73,665,66,214,179,126,241
01,10,03,13,6059,1596,175,71,266,59,170,227,105,77,34,131,184,33,44,692,217,275,49,1455,616,80,445,56,137,186,388,287
01,10,04,14,3289,830,80,22,96,85,80,138,41,75,26,53,95,18,32,577,264,143,21,862,261,62,307,16,60,34,127,86
01,10,04,15,6171,2110,270,94,354,192,169,225,61,64,46,280,152,21,34,948,330,382,28,945,211,85,398,12,168,120,373,154
01,10,04,16,6048,2257,352,106,403,189,201,196,76,74,46,335,156,28,43,763,261,272,16,792,212,79,290,27,82,65,474,142
01,20,05,17,2489,762,72,38,52,13,41,228,89,69,22,36,116,22,41,228,77,95,4,914,182,61,462,149,100,30,32,86
01,20,05,18,4742,1283,107,102,148,27,59,289,205,91,49,57,309,46,112,330,109,116,12,1675,619,54,684,174,137,60,73,229
01,20,05,19,5611,1472,153,75,156,57,89,336,155,122,87,93,430,54,147,450,125,232,16,1938,606,71,900,238,278,53,100,292
01,20,05,20,4841,1292,122,55,180,66,83,290,94,93,74,85,321,52,106,427,151,159,22,1643,761,96,497,133,108,61,105,239
01,20,05,21,3289,865,48,40,113,18,28,168,231,71,42,44,186,32,94,307,68,160,4,1352,481,47,632,208,148,15,49,146
01,20,05,22,4558,1369,150,59,140,69,117,261,107,113,77,126,246,53,61,525,153,207,30,1304,436,102,469,110,81,28,115,195
01,20,06,23,6023,1667,168,77,193,77,100,367,187,118,61,116,277,65,72,555,180,214,26,2081,919,118,721,159,189,45,126,352
01,20,06,24,5139,995,95,61,157,69,77,155,70,47,25,91,124,12,45,779,399,209,46,1515,635,130,523,106,74,63,115,254
01,20,06,25,4293,953,78,70,73,33,50,205,165,33,62,43,295,72,81,338,109,137,3,1935,941,40,751,240,205,27,42,323
01,20,06,26,2856,915,94,64,112,41,37,225,35,41,37,83,143,27,50,426,151,122,18,723,281,66,246,47,48,25,88,79
01,20,06,27,2328,357,22,26,48,12,22,104,20,36,10,15,177,49,69,365,112,127,21,1170,356,42,619,168,181,19,12,194
01,20,06,28,1573,508,57,40,43,17,37,136,35,29,12,28,81,15,27,162,72,54,12,348,151,34,113,16,16,24,34,91
01,20,06,29,3084,912,128,43,88,54,109,153,57,33,27,80,102,14,18,392,155,125,15,719,206,72,264,20,72,41,91,82
01,30,07,30,5901,1466,69,80,95,29,40,280,425,199,71,49,368,65,135,465,139,176,6,2748,1361,28,967,266,214,41,32,359
01,30,07,31,5654,1531,63,120,146,33,76,299,312,185,69,51,417,97,140,371,104,171,18,2329,1170,32,861,220,230,24,39,323
01,30,07,32,6403,1668,99,264,145,32,74,291,395,91,72,80,489,147,117,403,146,105,34,2897,1332,44,961,192,288,31,77,374
01,30,07,33,7508,1688,128,94,168,58,70,358,328,158,74,96,544,139,178,468,127,182,35,3602,2053,46,1035,257,262,45,106,462
01,30,08,34,9698,1312,82,63,172,47,108,327,107,76,54,80,404,87,78,802,290,235,99,5612,3243,54,1781,713,383,41,92,946
01,30,08,35,6823,1260,97,53,124,40,85,415,73,81,100,83,392,48,131,611,235,188,70,3215,1922,61,833,217,175,30,98,615
01,30,08,36,10137,2285,142,105,264,88,117,500,381,185,122,91,705,176,190,764,344,242,47,4588,2191,80,1771,487,467,51,173,645
01,40,09,37,6004,1579,97,92,174,33,50,439,286,121,70,70,354,66,80,359,122,151,13,2425,1149,46,766,128,221,45,70,400
01,40,09,38,5386,1570,122,91,180,51,90,311,301,63,98,117,410,79,145,373,130,130,18,1998,979,51,640,193,111,56,97,268
01,40,09,39,3572,918,89,34,74,34,39,238,186,53,41,53,257,46,68,434,111,178,9,1294,485,44,401,78,100,41,39,168
01,40,09,40,3092,654,42,24,59,21,22,277,71,27,38,9,258,63,49,170,62,63,6,1391,738,25,465,63,96,19,13,415
01,40,09,41,1952,438,27,28,47,4,23,143,76,12,9,12,139,19,37,149,42,52,9,817,413,22,263,72,78,6,15,182
01,40,09,42,5053,1565,155,121,170,63,66,246,332,101,32,92,231,54,54,406,138,148,25,1757,778,55,610,95,213,46,88,202
01,40,10,43,5264,1245,77,94,104,30,51,256,300,95,77,56,393,120,104,295,71,111,12,2555,1434,34,781,270,155,33,47,333
01,40,10,44,7225,1965,115,104,202,65,90,376,415,237,80,75,559,177,197,515,185,191,16,3052,1551,49,1057,313,204,53,77,423
01,40,10,45,4110,821,58,71,72,21,56,163,154,86,14,67,151,63,42,246,96,82,16,2131,1035,25,752,187,194,15,49,274
01,40,10,46,4778,1442,111,53,158,64,86,347,197,106,54,96,218,34,76,379,106,176,10,1643,657,53,655,165,145,62,79,255
01,40,10,47,5867,1373,87,95,116,50,104,269,324,78,31,68,326,77,103,336,122,102,34,2158,877,86,832,212,235,33,80,242
01,40,10,48,6093,1821,191,137,202,79,95,330,344,96,55,87,379,86,143,308,129,98,21,2437,1308,54,703,197,134,42,87,256
01,40,10,49,4194,1217,66,113,67,26,48,239,342,164,34,37,210,57,72,319,79,184,6,1870,1065,56,479,72,158,36,23,208
