district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
01,01,11,01,2049,129,118,25,333,851,214,167,212,982,1387
01,01,11,02,90,6,3,4,12,53,6,3,3,31,73
01,01,11,03,3041,211,248,84,382,1044,368,335,369,1449,1853
01,01,11,04,2994,190,336,96,505,1072,342,261,192,1359,1787
01,01,11,05,1109,79,85,34,110,479,163,99,60,519,836
01,01,12,01,1593,96,121,39,225,629,209,125,149,746,1134
01,01,12,02,316,33,20,13,26,145,45,22,12,159,228
01,01,12,03,630,48,77,13,36,296,85,41,34,313,425
01,01,12,04,4291,372,349,100,444,1858,474,358,336,2141,2814
01,01,13,01,3077,260,210,44,331,1602,348,153,129,1506,2153
01,01,13,02,5060,405,504,141,474,2310,702,342,182,2503,3308
01,01,13,03,4845,343,370,75,640,2403,504,291,219,2291,3470
01,01,13,04,4134,388,489,153,582,1547,383,282,310,2098,2656
01,01,13,05,4188,398,321,74,434,1993,495,241,232,1975,2765
01,01,13,06,4967,394,347,89,1091,2048,493,286,219,2445,3347
01,01,14,01,7829,706,722,160,789,4002,926,323,201,3957,5438
01,01,14,02,5433,520,533,91,467,2793,672,225,132,2729,3619
01,02,21,01,1929,149,195,60,231,780,218,174,122,869,1299
01,02,21,02,4318,298,367,113,690,1593,572,354,331,1970,2987
01,02,21,03,218,15,46,13,36,58,23,18,9,104,174
01,02,21,04,9423,583,873,270,1254,3488,1214,870,871,4322,6063
01,02,21,05,3087,224,324,105,446,1105,397,249,237,1399,1920
01,02,21,06,4035,298,335,131,445,1535,477,389,425,2016,2267
01,02,22,01,5466,395,522,164,746,2102,671,477,389,2578,3320
01,02,22,02,3486,339,271,66,447,1834,267,129,133,1669,2340
01,02,22,03,4169,337,508,156,491,1319,565,342,451,2046,2374
01,02,22,04,2546,165,224,67,267,1054,336,212,221,1200,1527
01,02,22,05,2125,224,318,88,227,607,236,217,208,1035,1090
01,02,22,06,1328,104,136,34,136,511,175,140,92,649,713
01,02,22,07,2781,107,154,48,669,1106,240,200,257,1310,1978
01,03,31,01,16815,1547,2216,659,2235,5546,2103,1377,1132,7917,10845
01,03,31,02,7224,553,882,292,1010,2355,1013,589,530,3458,4419
01,03,32,01,9418,913,1477,411,952,2865,1170,786,844,4663,4303
01,03,32,02,6224,551,799,251,914,1872,734,575,528,3086,3156
01,03,32,03,9466,723,1166,405,1319,3196,1255,770,632,4419,5852
01,04,41,01,10333,805,1030,321,1196,3855,1357,965,804,4844,6462
01,04,41,02,7160,697,741,230,802,2540,846,670,634,3472,4166
01,04,41,03,4643,320,417,161,714,1779,582,377,293,2246,3166
01,04,42,01,16244,1273,1896,630,2121,5387,2238,1552,1147,7640,10177
01,04,42,02,9796,627,871,246,1801,3906,1070,722,553,4415,6754
01,04,42,03,9459,617,946,335,1186,3291,1292,885,907,4435,6206
02,01,01,01,4366,314,444,165,498,1638,615,393,299,2107,2540
02,01,01,02,9558,756,1301,434,1044,2989,1294,899,841,4767,4759
02,01,01,03,10702,854,1345,430,1140,3318,1601,1069,945,5253,5403
02,01,01,04,3273,230,426,154,376,992,418,355,322,1592,1598
02,02,02,01,829,87,104,21,74,380,68,40,55,371,480
02,02,02,02,2663,180,254,83,300,1033,333,236,244,1279,1691
02,02,02,03,4456,370,411,103,491,1802,625,380,274,2155,2727
02,02,02,04,5420,365,449,137,549,2303,709,494,414,2581,3433
02,02,02,05,6176,414,509,177,638,2406,900,585,547,3047,3644
02,02,02,06,9019,639,849,312,959,3615,1200,763,682,4421,5339
02,03,03,01,5537,290,499,210,581,1752,851,598,756,2680,3272
02,03,03,02,7120,453,646,237,742,2606,1024,677,735,3399,4261
02,03,04,01,7436,422,617,196,779,3176,1038,596,612,3534,4762
02,03,04,02,5590,323,409,150,607,2330,754,450,567,2614,3634
02,04,05,01,1726,168,223,59,200,606,205,134,131,906,964
02,04,05,02,2670,241,264,61,313,1262,251,147,131,1322,1679
02,04,05,03,3329,372,268,52,358,1696,287,145,151,1668,2132
02,04,07,01,6080,626,522,147,1035,2519,561,346,324,2959,3936
02,04,07,02,3783,236,229,57,864,1849,276,161,111,1732,2707
02,04,07,03,782,66,104,21,99,411,43,28,10,363,691
02,05,06,01,3266,253,249,42,406,1883,244,121,68,1584,2295
02,05,06,02,7575,676,542,117,830,4266,662,275,207,3717,5259
02,05,08,01,8202,785,599,141,1047,4504,674,319,133,3943,5880
02,05,08,02,7742,585,403,64,1036,4669,633,229,123,3672,5626
02,05,08,03,3007,250,181,32,416,1732,224,103,69,1401,2149
